vendor_normalized,effective_year,sum_yearly_value
CBCI TELECOM,2018,44859.68
CBCI TELECOM,2019,20452.79
CONFERENCE INTERPRETERS OF CANADA,2019,85400.39
FABRICE CADIEUX,2019,42126.98
FREEMAN AUDIO VISUAL CANADA,2018,64306.87
FREEMAN AUDIO VISUAL CANADA,2019,13291.35
IRON MOUNTAIN,2019,53912.30
LMB INTERPRETATION SYSTEMS SERVICES,2018,121985.73
LMB INTERPRETATION SYSTEMS SERVICES,2019,135094.65
NISHA TECHONOLOGIES,2019,100168.35
PIXELERA,2018,19210.00
PIXELERA,2019,6780.00
PRA,2018,11232.20
PRA,2019,23888.20
PRODUCTION CASE COMPANY,2019,77742.35
