vendor_normalized,sum_effective_value
LMB INTERPRETATION SYSTEMS SERVICES,257080.38
NISHA TECHONOLOGIES,100168.35
CONFERENCE INTERPRETERS OF CANADA,85400.39
PRODUCTION CASE COMPANY,77742.35
FREEMAN AUDIO VISUAL CANADA,77598.22
CBCI TELECOM,65312.47
IRON MOUNTAIN,53912.30
FABRICE CADIEUX,42126.98
PRA,28792.40
PIXELERA,25990.00
INTERSOL GROUP,23391.00
NORTHERN MICRO,23061.97
ACCURATE,22967.25
MNP,22916.40
CLOUD MONITORED OBJECTS,21050.54
XEROX,19798.69
9065 5168 QUEBEC,18542.15
BAIAME CONSULTING,17345.50
TELUS CANADA,17017.80
ABLE TRANSLATION,14231.00
DHL GLOBAL FORWARDING,13745.60
IDS SYSTEMS CONSULTANTS,12345.25
YOUNG TOM,11957.40
SOFTCHOICE,11625.21
INSIGHTS LEARNING AND DEVELOPMENT CANADA,10712.40
PASCAL JULIEN,5198.00
PROFF INFORMATION MANAGEMENT SOLUTIONS,5085.00
