vendor_normalized,sum_effective_value
PUBLIC SERVICES AND PROCUREMENT CANADA,913388.23
CANADIAN HUMAN RIGHTS COMMISSION,878208.75
WEBDRIVE CANADA,249398.67
DENTONS CANADA,235049.87
CORRECTIONAL SERVICES CANADA,138045.14
THE ACCESS INFORMATION AGENCY,130179.62
BELL CANADA,86644.03
NORTHERN MICRO,84762.67
DE LA DURANTAYE MANAGEMENT,84423.75
SAGE CONSULTING,75297.55
YINGST BARTEL ADR,58800.00
EXCEL HUMAN RESOURCES,51834.29
OTUS GROUP,49720.00
BENNETT DAVID LLB,47398.83
GOSS GILROY,47092.75
NASHEL MANAGEMENT,36907.95
KPMG,36725.00
MAPLESOFT CONSULTING,31131.50
ERNST YOUNG,31131.50
ADR OTTAWA,29860.00
MEDIUMCUBE,26396.80
NISHA TECHONOLOGIES,25525.04
PRICEWATERHOUSE COOPERS,24973.00
GLOBAL MINDFUL SOLUTIONS,24951.21
ALTRUISTIC INFORMATICS CONSULTING,24876.95
DELOITTE AND TOUCHE,24835.14
ACTION PERSONNEL OF OTTAWA HULL,24611.40
LEAN AGILITY,24238.50
MIKE BLOCK CONSULTING,22374.00
SOFTCHOICE,22355.46
BRYMARK PROMOTIONS,18475.00
TRAXLER HAINES,15400.00
ADAPTEK SYSTEMS,15243.70
CLA PERSONNEL,13859.17
GROUPE INTERSOL GROUP,13517.62
JACQUES PAQUETTE,13414.00
SHARED SERVICES CANADA,12154.00
TYCO INTEGRATED SECURITY CANADA,7433.52
WESTERN ECONOMIC DIVERSIFICATION CANADA,5570.00
