vendor_normalized,sum_effective_value
OKANAGAN AGGREGATES,152094747.94
MCELHANNEY ASSOCIATES,80139251.96
DAWSON CONSTRUCTION,65660703.12
WSP,62029268.95
STANTEC,47710539.85
PETERS CONSTRUCTION,47402803.57
EMIL ANDERSON CONSTRUCTION,43606705.12
PCL CONSTRUCTORS,41782367.41
INTEROUTE CONSTRUCTION,40876551.98
DEXTER CONSTRUCTION,34254080.86
BUCKLAND TAYLOR,30000143.42
METRO PAVING AND ROAD BUILDING,27110183.06
MIKE KELLY SONS,26645083.78
GREENFIELD CONSTRUCTION,25631115.72
BERGEVIN ELECTRICAL CONTRACTING,24109564.11
COWI NORTH AMERICA,22686806.10
MUSTANG HELICOPTERS,21355063.85
AECOM,21228689.27
BAT CONSTRUCTION,20842092.14
JOHNSONS CONSTRUCTION,19411582.43
COSSETTE COMMUNICATIONS,18823595.87
PORTER TANNER ASSOCIATES,17791582.31
9090 5092 QUEBEC,16807957.58
MASKIMO CONSTRUCTION,16624078.73
ENSEIGNES PATTISON SIGN GROUP,16133903.49
YOURTECA,15797544.47
DUNBAR CONSTRUCTION,15574615.60
FIRST PEOPLES INFRA,15327216.97
9283781 CANADA,15214483.82
INNOVATIVE CIVIL CONSTRUCTORS,14266184.17
GEMTEC,14192497.22
POTZUS PAVING ROAD MAINTENANCE,13532572.30
ALPINE HELICOPTERS,13492420.42
HALIFAX CITADEL REGIMENTAL,13318974.92
CARTER INDUSTRIES,12805283.40
TISSEUR,12576399.10
EIFFAGE INNOVATIVE CANADA,12507999.80
FORD MOTOR COMPANY,11792483.15
CRANDALL ENGINEERING,11687774.25
GOLDER ASSOCIATES,11601123.56
CONSTRUCTION JR SAVARD,11555660.97
AMEC FOSTER WHEELER AMERICAS,11537215.20
BREMNER ENGINEERING AND,11493197.63
CANADIAN CORPS OF COMMISSIONAIRES,11253895.12
HARBOURSIDE ENGINEERING CONSULTANTS,11213776.39
EUROVIA QUEBEC CONSTRUCTION,10854769.68
KAYWAY INDUSTRIES,10774266.66
MOUNTAIN ROCK STABILIZATION,10517140.31
GENERAL MOTORS,10386187.97
SNC LAVALIN,10099219.91
