vendor_normalized,sum_effective_value
MAPLESOFT CONSULTING,20326296.52
SI SYSTEMS,15235825.00
MODIS CANADA,3541115.02
S I SYTEMS,3250000.00
Q9 NETWORKS,3113569.20
GENESIS INTEGRATION,2247692.95
ERNST YOUNG,2173521.10
BELL CANADA,2050000.00
UNIVERSITY OF CALGARY,1974020.95
ISI GLOBAL WEBCASTING,1860835.83
MAXSYS STAFFING CONSULTING,1802426.42
RICOH,1678996.40
DELL COMPUTER,1507488.88
THE HESTERVIEW,1374713.85
ALTIS HUMAN RESOURCES,1129099.00
EPERFORMANCE,1126755.00
FREEMAN AUDIO VISUALS CANADA,997500.00
3149455 O A SBM COMSULTANTS,934500.00
NISHA TECHONOLOGIES,806207.10
LAWSON LUNDELL,791250.00
RAYMOND CHABOT GRANT THORNTON,718000.00
XEROX,664661.99
SBM CONSULTANTS,612500.00
CDW CANADA,589742.79
IGNITE COLLABORATION SERVICES,586511.85
RBAC,561152.00
IHS GLOBAL CANADA,544781.45
MICROSOFT CANADA,530783.08
BESC OTTAWA COB BOYDEN OTTAWA,528750.00
VIZWORX,500259.50
DPRA CANADA,500000.00
ROGERS,431394.46
DELTA BURNABY HOTEL AND CONFERENCE CENTRE,397619.32
CISCO,368704.88
AECON CONSTRUCTION GROUP AUE,367500.00
SP PLATTS PIRA ENERGY GROUP,344687.06
TETRO DESIGN SERVICES,341250.00
ADVANCED CHIPPEWA TECHNOLOGIES,339524.58
EXPLORE LEADERSHIP,339000.00
HOMEWOOD HEALTH,330435.00
LES TRADUCTIONS TESSIER SCC,330400.00
DONNA CONA,321967.36
EDGAR,309998.00
TURTLE ISLAND STAFFING,285912.90
ADGA GROUP,283500.00
CAE,267828.75
CLEARVIEW STRATEGIC PARTNERS,249402.00
ODGERS BERNDTSON CANADA,246015.00
FREEBALANCE,245889.20
CANADIAN CORPS OF COMMISSIONAIRES,240473.93
ORANGUTECH,230724.27
ACT,220080.17
IHS GLOBAL,212607.59
LIONBRIDGE,210000.00
DYNAMIC OWL CONSULTING,206521.88
FULCRUM TECHNICAL,206250.00
EMERGWEST CONSULTING,202125.00
RIDEAU RECOGNITION SOLUTIONS,201625.00
THE INSTITUTE ON GOVERNANCE,200000.00
ESRI,197173.69
EMERGENCY RESPONSE MANAGEMENT CONSULTING,186243.75
THE CENTER FOR SPATIAL ECONOMICS,184163.70
INTERNATIONAL REPORTING,175000.00
WORKPLACE FAIRNESS INSTITUTE,174300.00
V STRATEGIES,173658.50
KPMG,171465.00
INDIGO PARK CANADA,169182.50
POINT LOGIC ENERGY,166927.34
DET NORSKE VERITAS,163800.00
CATHERINE M WATSON,157500.00
THE HAY GROUP,155715.00
CSA GROUP,150000.00
POLLUTION PROBE,147000.00
IRVING MITCHELL KALICHMAN,147000.00
PROF MALCOLM SPARROW,145260.00
SYSTEMATIC SOLUTIONS,143656.25
DIVESTCO,141781.50
RUBIN THOMLINSON,139750.00
RANDSTAD,138137.77
JAKUBEC CONSULTING,133455.00
AMEC FOSTER WHEELER AMERICAS,131250.00
HATCH,131250.00
FREEMAN AUDIO VISUAL,129949.50
MELTWATER NEWS CANADA,129937.00
GUDMUNDSETH MICKELSON,126000.00
PRESIDIA SECURITY CONSULTING,125950.00
ANDREW FRANCIS ASSOCIATES,125000.00
SERVICE MASTER,123525.68
CUSTOM ELECTRIC,120000.00
JACQUES ASSOCIATES,114800.00
CCI,112500.00
1982892 ALBERTA,112500.00
557624 SERVICEMASTER OF CALGARY,112185.68
AVI SPL,110330.36
SNC LAVALIN,108250.00
COCENTRIC SOLUTIONS,105000.00
PLC FIRE SAFTEY SOLUTIONS,102160.00
INFOMART A DIVISION OF POSTMEDIA NETWORK,100159.50
SBM COMSULTANTS,100000.00
SIGMA RISK MANAGEMENT,100000.00
KORN FERRY CA,100000.00
C O 723186 ALBERTA PAUL RENNIE,99950.00
ANDREW FRANCIS AND ASSOCIATES,99000.00
HEMMERA ENVIROCHEM,98811.30
BDO CANADA,98000.00
KIFINTI SOLUTIONS,94507.89
DANIEL DEMERS CONSULTING,93750.00
HIGH CLOUDS,93300.00
PROFESSOR MALCOLM SPARROW,92400.00
7551444 CANADA STEVE WHITEDUCK,87543.75
HALOGEN SOFTWARE,85209.87
LES TRADUCTIONS TESSIER,84900.00
X TERRA ENVIRONMENTAL SERVICES,83160.00
UNIVERSITY OF ALBERTA,82625.00
WORKWISE OFFICE SERVICES,81500.00
PLC FIRE SAFETY SOLUTIONS,79300.00
EMOND HARNDEN,78750.00
SERVICEMASTER CALGARY,75570.60
MIDGARD CONSULTING,75000.00
SAFTEY SCIENCE MANAGEMENT CONSULTING,74445.00
ADR EDUCATION PARTNERSHIP,73710.00
SPAN CONSULTING,73500.00
DES NORSKE VERITAS,73500.00
IGNITE COLLABORATION SERVICES GROUP,73276.00
BESC OTTAWA,71925.00
SDL GLOBAL SOLUTIONS IRELAND,70926.84
RIDEAU,69397.05
ZRG CANADA,69226.51
JOHNSON CONTROLS CANADA,68880.00
ANGUSONE,66363.45
INDIGENOUS ENGINEERING INCLUSION,64375.00
GEOMATICS DATA MANAGEMENT,63901.08
HITACHI DATA SYSTEMS,63214.49
THOMSON REUTERS,62128.50
STEELCASE CANADA,61486.33
STANTEC,60685.80
LES TRADUCITONS TESSIER SCC,60000.00
DANIELLE DEMERS CONSULTING,58666.67
KORNFERRY HAY GROUP,56227.50
DMTI SPATIAL,55781.25
APEIRON RESOURCES,55440.00
RESOLUTION ALLIANCE,55000.00
SPIRIT STAFFING AND CONSULTING,54649.98
PALADIN CONSULTING,54000.00
BLACKBERRY,53624.22
