vendor_normalized,sum_effective_value
EXCEL HUMAN RESOURCES,3962454.10
CANADIAN CORPS OF COMMISSIONAIRES,3937829.31
SI SYSTEMS,3198512.58
NISHA TECHONOLOGIES,3019079.30
MAPLESOFT CONSULTING,2159141.85
LUMINA IT,2100284.83
PROMAXIS,2035692.02
RANDSTAD,1903608.49
CISTEL TECHNOLOGY,1902973.30
COMPUGEN,1810254.64
IBM CANADA,1778274.06
CALIAN,1670225.53
PRECISIONIT,1649149.36
PROFESSIONAL COMPUTER,1640805.20
VERITAAQ TECHNOLOGY HOUSE,1606445.86
TELUS CANADA,1593803.29
MINDWIRE SYSTEMS,1545545.64
EBSCO CANADA,1525403.30
ITEX,1517401.04
RICOH,1513266.82
HARRINGTON STAFFING,1447107.24
QMR,1312542.56
UNIVERSITY OF TORONTO,1280932.00
BELL CANADA,1273526.86
GARTNER,1204191.76
CHANNEL SYSTEMS,1194035.35
BRECKENHILL,1152080.06
LABWARE CANADA,1144997.25
NORTHERN MICRO,1140057.66
COFOMO,1118270.60
DELL COMPUTER,1111489.72
MICROSOFT CANADA,1096820.22
LANNICK CONTRACT SOLUTIONS,1081128.94
MODIS CANADA,1065281.37
SOFTCHOICE,1044931.17
AGILENT,1003259.55
TERAMACH TECHNOLOGIES,1002492.23
TEKSYSTEMS CANADA,983387.03
ALTIS HUMAN RESOURCES,975200.53
PROCOM CONSULTANTS,962551.80
FREEBALANCE,936394.64
INTEGRATING SOLUTIONS,868530.29
MICHAEL WAGER CONSULTING,868296.83
STENOTRAN SERVICES,856613.39
CANBERRA,854391.06
CHUBB EDWARDS,778468.99
STRATUM ASSOCIATES,705263.50
SAMSON AND ASSOCIATES,679028.16
GAMBLE TECHNOLOGIES,678056.81
KNOWLEDGE CIRCLE,670155.72
DELOITTE AND TOUCHE,622746.30
BURNTEDGE,573420.20
PLEIAD CANADA,561833.29
CBCI TELECOM,542251.60
ADVANCED BUSINESS INTERIORS,519855.37
BOT ENGINEERING,519658.14
THE AIM GROUP,517160.47
PHASELOCK SYSTEMS,510983.48
CENTRE FOR EXCELLENCE IN,510427.02
ANET SOLUTIONS,485165.50
PRINTERS PLUS,479767.45
QUEENS UNIVERSITY,439200.00
