vendor_normalized,sum_effective_value
CANADIAN BANK NOTE COMPANY,511572901.79
VFS GLOBAL,197208253.59
INTERNATIONAL ORGANIZATION FOR MIGRATION,71411792.53
ORACLE CANADA,65007889.23
VERITAAQ TECHNOLOGY HOUSE,61038470.34
MINDWIRE SYSTEMS,60024063.23
CANADIAN CORPS OF COMMISSIONAIRES,57140402.02
FUJITSU,52001997.39
CGI,51319620.82
COSSETTE COMMUNICATIONS,45194834.40
EXCEL HUMAN RESOURCES,44936461.47
GLOBAL ENTERPRISE TECHNOLOGIES,42660120.15
RANDSTAD,41675631.43
MEDAVIE,30175017.94
NAV CANADA,29999998.00
MAPLESOFT CONSULTING,28811142.04
DALIAN ENTERPRISES,21954708.66
CORADIX TECHNOLOGY CONSULTING,21561242.54
COMPUTER SCIENCES CANADA,19575072.45
CALIAN,15412157.59
MODIS CANADA,14490180.58
SOFTCHOICE,14325621.80
GARTNER,11595499.84
MICROSOFT CANADA,11421227.70
NISHA TECHONOLOGIES,10928065.40
MCKINSEY AND COMPANY CANADA,9875070.00
SAP,9764278.67
ADRM TECHNOLOGY CONSULTING,9512556.12
FAS BENEFIT ADMINISTRATORS,9229995.82
ADVANCED CHIPPEWA TECHNOLOGIES,8598081.38
IBM CANADA,8227298.31
SYSTEMATIX SOLUTIONS,7259547.14
XEROX,6202443.18
FOUR POINT SOLUTIONS,6183609.60
HEWLETT PACKARD,6174024.54
SYBASE CANADA,5770210.38
SAS INSTITUTE,5595392.52
NORTHERN MICRO,5590338.69
LOGISTIK UNICORP,5274478.13
TRM TECHNOLOGIES,5235012.33
SI SYSTEMS,5233821.33
ACADIA COMMERCIAL INTERIORS,4729934.99
TELUS CANADA,4659397.21
TRAVELODGE,4404984.08
TURTLE TECHNOLOGIES,4391638.59
IBISKA TELECOM,4292716.57
TEKNION,4273602.86
MULTILINGUAL COMMUNITY INTERPRETER,4034642.08
RICOH,4003509.19
ALTIS HUMAN RESOURCES,3585677.78
TERAMACH TECHNOLOGIES,3562415.95
TT VISA SERVICES,3531983.67
ADVANCED BUSINESS INTERIORS,3459376.42
DATA REPRO COM,3281618.37
THE HALIFAX GROUP,3210933.93
LOWE MARTIN COMPANY,2939746.13
MAG LOGISTICS,2760000.00
LANGUAGE RESEARCH DEVELOPMENT GROUP,2586513.17
ST JOSEPH PRINT GROUP OTTAWA,2571058.86
FORRESTER RESEARCH,2564149.83
MISHKUMI TECHNOLOGIES,2547566.91
IT NET CONSULTANTS,2495567.89
CDW CANADA,2467001.12
THE AIM GROUP,2434287.13
DATA COMMUNICATIONS MANAGEMENT,2413148.54
MIREMS,2404010.27
HAWORTH,2398584.11
AMITA,2363041.46
COFOMO,2328667.13
PRINTERS PLUS,2265665.96
NORTAK SOFTWARE,2182431.18
PRICEWATERHOUSE COOPERS,2077269.61
PURESPIRIT SOLUTIONS,2070195.37
