vendor_normalized,sum_effective_value
MICROSOFT CANADA,2785562.64
SKYRIDGE SYSTEMS,1517059.20
ANTHONY MACAULEY ASSOCIATES VICTORIA,1386840.52
BELL CANADA,1292770.50
AV BRUCE ASSOCIATES,1185148.54
ANTHONY MACAULEY ASSOCIATES,988133.32
PRIORITY PERSONNEL,855458.29
ORACLE CANADA,618431.28
CDW CANADA,528390.38
CONFERENCE BOARD OF CANADA,527908.00
CISION CANADA,482360.17
NORTHERN MICRO,416438.02
FERENCE WEICKER COMPANY,389515.50
IMP GROUP,379101.57
CANON,370643.11
NISHA TECHONOLOGIES,355985.39
EQUIFAX CANADA,354974.77
3D DATACOMM,342207.89
SYSTEMSCOPE,323180.00
KELLY SERVICES CANADA,322286.67
EAGLESPIRIT MARKETING,317672.24
DYMAXION RESEARCH,314816.65
SHARP ELECTRONICS,312765.34
SUBARU CANADA,302494.48
CANADIAN CORPS OF COMMISSIONAIRES,284399.58
ARI FINANCIAL SERVICES,280544.65
UNIVERSITAC SAINTE ANNE HALIFAX,277487.30
PUROLATOR,272100.00
SOFTCHOICE,249258.75
PRINCIPAL RESEARCH ASSOCIATE THE CONFERENCE BOARD OF CANADA,248426.00
FORD MOTOR COMPANY,247396.62
FAMILY SERVICE MONCTON,234381.67
INFO TECH RESEARCH GROUP,234302.00
TEKNION,226139.32
RON ARSENAULT,224680.00
GENERAL MOTORS,224304.19
CPCS TRANSCOM,221467.43
CHAMBRE DE COMMERCE FRANAAISE AU CANADA RACSEAU ATLANTIQUE,219082.94
CFN CONSULTANTS ATLANTIC,193937.20
STEVENSON PARTNERS,193882.58
PERFORMANCE MANAGEMENT NETWORK,191657.50
RAYMOND CHABOT GRANT THORNTON CONSULTING,178670.01
STANTEC,178388.06
VIDEO TECH,175418.98
POWER ADVISORY,172506.00
MISHKUMI TECHNOLOGIES,169010.95
PITNEY BOWES,167231.39
BULLETPROOF SOLUTIONS,160549.80
QUINTET CONSULTING,158858.76
ALLIANCE FRANCAISE,150010.00
KELLY SERVICES,148852.36
MCSWEENEY ASSOCIATES CONSULTING,148005.00
SOCIETE NATIONALE DE LACADIE,144735.00
DONNA CONA,142856.02
DELOITTE AND TOUCHE,141971.97
THE CONFERENCE BOARD OF CANADA,138937.50
CEDROM SNI,138088.44
DHL EXPRESS CANADA,137860.00
EUROMONITOR INTERNATIONAL,135418.59
NISSAN CANADA,132361.77
JAMES YOUNG,132240.00
KPMG,130648.88
COVEY OFFICE GROUP,122491.86
GARTNER,120485.00
MONTEL,118149.03
MARKETACCESS COMMUNICATIONS,115812.00
M5 MARKETING COMMUNICATIONS,113203.43
LESLIE HARRIS CENTRE OF REGIONAL POLICY AND DEVELOPMENT THE,113182.45
HYUNDAI AUTO CANADA,112390.02
ERGOCENTRIC SEATING SYSTEMS,111315.29
SOCIACTAC NATIONALE DE LACADIE,109068.34
CONCENTRIC ENERGY ADVISORS,104500.00
RICOH,101799.11
HUDSON DESIGN GROUP,101743.33
PWGSC VEHICLE ACQUISITIONS,101071.16
CONFERENCE BOARD OF CANADA THE,98531.00
UNIVERSITE SAINTE ANNE HALIFAX,97335.00
SYMANTEC,95707.02
THE RISK MANAGEMENT ASSOCIATION,94536.23
THE GLOBAL GROUP,92790.93
ABM SYSTEMS,92663.78
ATLANTIC BUSINESS INTERIORS,90532.74
CARIBOU COMMUNICATIONS,89967.50
MADCAP SOFTWARE,87829.99
HYPERTEC,81178.80
TELECOM COMPUTER SERVICES,78913.35
ACOLE DE LANGUES DE LESTRIE,77869.25
CORPORATE RESEARCH ASSOCIATES,77425.75
CANMAC ECONOMICS,77193.75
E ZSIGMA CANADA,74919.00
LA SOCIACTAC NATIONALE DE LACADIE,74735.00
INNVEST HOTELS XV,73893.83
EPERFORMANCE,73226.25
OUTREACH PRODUCTIONS,72899.65
ARSENAULT RON,72425.00
KONICA MINOLTA BUSINESS SOLUTIONS CANADA,70339.03
IVANS AUDIO VISUAL ELECTRONIC,69806.54
QUANTUM COMMUNICATIONS,69078.81
KRISTA NAPIER,68500.64
COSSETTE COMMUNICATIONS,68279.10
ROGERS,67275.00
THE IMPACT GROUP,66610.50
RESOURCE ENVIRONMENTAL ASSOCIATES,65822.50
MARKET RESEARCH ASSOCIATES,64825.50
HAISLEY MILLAR CONSULTING GROUP,64654.00
SAMSON ASSOCIATES,63135.38
MARKET ACCESS INTERNATIONAL CANADA,61410.00
INFORMETRICA,61270.00
DROLET DOUVILLE ET ASSOCIACS,60856.00
RACSEAU SANTAC EN FRANAAIS DE TERRE NEUVE ET LABRADOR RSFTNL,59910.00
DONALD A BELLIVEAU ASSOCIAS,58210.00
ROGER B CLARK,58030.00
ACOLE DE LANGUES LA CITAC,56800.00
COLLIGO NETWORKS,56500.00
RA MALATEST ASSOCIATES,56442.75
FPINNOVATIONS,55798.00
LESLIE HARRIS CENTRE OF REGIONAL POLICY AND DEVELOPMENT,55759.65
THE DELTA PARTNERS,55370.00
IVANS CAMERA,55128.92
JAMES PICKARD,54874.00
LEE HECHT HARRISON KNIGHTSBRIDGE,54136.25
THE GOVERNANCE NETWORK,54089.56
UNIVERSITE SAINTE ANNE,52247.50
ODDI CONSULTING GROUP,51900.00
LOOMIS EXPRESS A DIV OF TFI TRANSPORT 22,50850.00
ALISABETH LACPINE,50738.10
PAUL CHIPPERTON,50365.60
MARTILLAC,50000.00
WKM ENERGY CONSULTANTS,50000.00
NORTHERN MICROPUBLISHING,49706.55
ROGER CLARK,49500.00
3627730 CANADA DBA FREEMAN AUDIO VISUAL,49398.65
KENSINGTON ASSOCIATES,48660.00
ONEPLACE SOLUTIONS,48471.72
GLOBAL KNOWLEDGE,48330.00
ADECCO EMPLOYMENT SERVICES,48092.57
CLARK ROGER B,47460.00
BACKMAN VIDCOM,47044.56
FORTIS PROPERTIES,47015.65
FERENCE COMPANY CONSULTING,46000.00
GOSS GILROY,45892.12
PUROLATOR COURIER,45200.00
AMBIR TECHNOLOGY GROUP,45097.00
MAPLESOFT CONSULTING,45069.28
PSD GLOBAL,45000.00
GLOBAL UPHOLSTERY,44886.36
KISSERUP INTERNATIONAL TRADE ROOTS,44321.50
YOUNG JAMES,43115.00
PORTFOLIO,42348.75
ZHEJIANG UNIVERSITY,41833.33
PGF CONSULTANTS,41018.75
BLACKBERRY,40454.26
MANPOWER SERVICES CANADA,40178.70
EXCEL HUMAN RESOURCES,40155.43
LOOMIS EXPRESS,39950.00
NEWFOUND RECRUITING,39726.28
RIVERVIEW FORD LINCOLN SALES,38960.71
PRISMA PRODUCTIONS,37672.51
PRICE MURRAY COMMUNICATIONS,36920.24
TOYOTA CANADA,36891.75
CRG CONSULTING,36160.00
DYMAXION CONSULTING GROUP,36077.78
CORPORATE EXPRESS,35310.00
NITE WATCH SECURITY NETWORK,35108.73
DARLENE DUGGAN INTERNATIONAL MARKETING SERVICES,34500.00
CHRYSLER CANADA,34348.61
PROSCI CANADA,34206.75
NORDICITY GROUP,34150.00
SAINT MARYS UNIVERSITY,34000.00
MOUNT ALLISON UNIVERSITY,33302.55
OPENTEXT,33235.00
WINDSOR CONSTRUCTION DESIGN,33015.21
GENERAL DYNAMICS,32337.63
SIRRIS,32250.00
PEDSON CONSULTING SERVICES,32120.00
IRON MOUNTAIN CANADA,31640.00
GESTION THACRIO,31640.00
COENTREPRISE CITAC ESTRIE,31360.00
MARCOMM,31160.48
XEROX,31135.35
INTERSOL GROUP,31060.75
N12 CONSULTING,30962.00
BMC SOFTWARE CANADA,30834.51
CHARRON HUMAN RESOURCES,30736.00
SUPERTEMP PEAPELL ASSOCIATES,30711.40
SDL INTERNATIONAL CANADA,30343.69
DONALD A BELLIVEAU ASSOCIACS,30110.00
MACPHERSON ROCHE SMITH ASSOCIATES,29525.00
3261620 CANADA,29432.26
GRAND TOY,29362.50
PORTFOLIO MARKETING,29152.50
PRA,28730.25
TAG HR THE ASSOCIATES GROUP,28424.79
MMK CONSULTING,27120.00
CBZ,25730.10
CARTER DAVID,25600.00
ARTEMP PERSONNEL SERVICES,25425.00
CANON CANADAS BUSINESS SYSTEM SOLUTIONS,25230.31
CONSULTANTS 103104592,25000.00
