vendor_normalized,sum_effective_value
CALIAN,75914369.29
UNAALIK AVIATION 2004,36013237.86
COSSETTE COMMUNICATIONS,32898352.64
MACDONALD DETTWILER AND ASSOCIATES,29462884.33
KPMG,23980924.11
FSC,23749727.63
EXCEL HUMAN RESOURCES,23036931.26
UNIVERSAL HELICOPTERS,19542165.08
CANADIAN CORPS OF COMMISSIONAIRES,18805601.00
VERITAAQ TECHNOLOGY HOUSE,14884325.51
KENN BOREK AIR,14349775.82
GREAT SLAVE HELICOPTERS,14343861.86
BRONSON CONSULTING GROUP,12915272.73
QUAD ENGINEERING,12077932.68
MAPLESOFT CONSULTING,11746378.64
FLEISHMANHILLARD CANADA,11300000.00
ATCO,8804362.36
ESRI,8780754.37
ALTIS HUMAN RESOURCES,8632653.65
TEKSYSTEMS CANADA,8552330.64
PROCOM CONSULTANTS,8403970.93
AMERESCO CANADA,8049946.00
NANOMETRICS,7852643.00
COMPUSULT,7841173.72
ELSEVIER,7419152.08
CANADIAN HELICOPTERS,7310173.71
GEO DATA SOLUTIONS GDS,7144596.19
TRANSPOLAR TECHNOLOGY,7119977.11
M5 MARKETING COMMUNICATIONS,6955351.01
SHAPIRO COHEN,6838776.20
AGILENT,6466908.74
EBSCO CANADA,6300159.47
PRISM ENGINEERING,6051880.78
MILLARD TOWERS,5839862.60
MESSA COMPUTING,5796022.72
FIRST AIR,5442704.44
RUGGED GEOMATICS,5053684.45
NISHA TECHONOLOGIES,5052360.08
SAMSON ASSOCIES,5044354.73
KIRBY EADES GALE BAKER,4749553.00
IBISKA TELECOM,4516527.42
WOOD MACKENZIE,4503565.43
OPENFRAME TECHNOLOGIES,4484713.50
NORTAK SOFTWARE,4469134.31
TUNDRA TECHNICAL SOLUTIONS,4406800.00
EPERFORMANCE,4378490.21
OTTAWA SECURITY SYSTEMS AND COMMUNICATIONS,4377872.26
DELOITTE AND TOUCHE,4342600.86
GOLDAK AIRBORNE SURVEYS,4246612.09
HONEYWELL,4145864.13
ITEX,4138599.50
FUGRO AIRBORNE SURVEYS CORPS,4098441.64
WSP,4008240.96
SAEXPLORATION,3974379.30
BLAIR FRANKLIN CAPITAL PARTNERS,3825728.06
CAMECO,3800325.60
OTTAWA SECURITY SYSTEMS AND,3766666.69
TDS DIXON,3717866.11
ISOMASS SCIENTIFIC,3608573.64
SOFTCHOICE,3575207.46
BLUMETRIC ENVIRONMENTAL,3534988.05
LNW CONSULTING,3475573.09
SWETS INFORMATION,3444144.01
ICF CONSULTING CANADA,3434839.95
SANDER GEOPHYSICS,3233978.59
IT NET CONSULTANTS,3174870.52
DASCO EQUIPMENT,3066725.75
RAYMOND CHABOT GRANT THORNTON,3063811.26
CISTEL TECHNOLOGY,3004299.14
PRINTERS PLUS,2887509.72
SELLECK MECHANICAL,2865653.62
GARTNER,2841415.74
ANSYS CANADA,2830952.71
FLEETCARMA,2813468.35
THE CANADIAN CORPS OF,2777469.11
MCKINSEY COMPANY CANADA,2676970.00
SAMSON ASSOCIATES,2669819.26
CANON,2643634.83
MICHAEL WAGER CONSULTING,2610204.44
COFELY SERVICES,2610124.95
STRATOS,2593889.35
ORACLE CANADA,2555495.03
NORTHERN MICRO,2550044.12
HYPERTEC,2537077.74
EON GEOSCIENCES,2345746.70
STANTEC,2284618.97
CGG CANADA SERVICES,2258635.94
SERVICE SYSTEMS FOR RESEARCH,2245444.53
SI SYSTEMS,2240281.95
PRICEWATERHOUSE COOPERS,2213487.98
DISCOVERY MINING SERVICES,2198858.68
COFOMO,2192111.46
WELCH CHARTERED ACCOUNTANTS,2170227.72
GEOMETRICS,2136857.34
INSTITUT NATIONAL DE LA RECHERCHE,2135459.43
PROMAXIS,2124281.37
NAVIGANT CONSULTING,2117305.87
SUMMIT HELICOPTERS,2063276.59
BRITISH COLUMBIA INSTITUTE OF TECHNOLOGY,2034000.00
TAG HR,2033965.24
COLLIERS PROJECT LEADERS,2029628.96
2484726 ONTARIO,1977500.00
TERAMACH TECHNOLOGIES,1967337.10
LINDE CANADA,1964008.21
CYRHEAULT CONSTRUCTION,1960856.10
SRA INTERNATIONAL,1955085.16
MERRICK CANADA,1935668.07
EFFIGIS GEO SOLUTIONS,1888498.36
EXPOGRAPHIQ,1859016.29
MICROSOFT CANADA,1858354.12
GEOTEK,1837793.86
CONFLUENCE CONSULTING,1829424.80
OVERBURDEN DRILLING MANAGEMENT,1791150.91
AIR TINDI,1769793.78
RADIATION SOLUTIONS,1754336.26
953731 NWT,1751733.32
UNIVERSITY OF BRITISH COLUMBIA,1708046.65
HATFIELD CONSULTANTS,1703594.79
ECONOLER INTERNATIONAL,1677340.61
CANETA RESEARCH,1674945.33
OTTAWA SECURITY SYSTEMS,1674534.23
PILOT VENTURES,1669670.63
I4C CONSULTING,1641060.79
NORTH WRIGHT AIRWAYS,1626848.86
TRANS NORTH TURBO AIR,1619280.68
ACTIVATION LABORATORIES,1605045.69
FISHER SCIENTIFIC COMPANY,1592463.70
THERMO FISHER SCIENTIFIC,1588196.70
MTS ALLSTREAM,1580321.51
SWETS INFORMATION SERVICES,1578329.95
MACRODYNE TECHNOLOGIES,1573828.41
ACCELERATING SUSTAINABILITY EVENTS,1568943.57
UNDERHILL GEOMATICS,1566067.13
ACTION PERSONNEL,1560132.22
QMR,1553666.63
AVJET HOLDING,1547632.22
G S ELECTRIC,1523542.97
OLLERHEAD ASSOCIATES,1520365.88
VWR INTERNATIONAL,1480499.20
SAHTU HELICOPTERS,1466110.53
DYNAMIC PERSONNEL CONSULTANTS,1463165.95
TRINITY HELICOPTERS,1459817.63
TERRA REPRODUCTIONS,1443388.55
HELIJET INTERNATIONAL,1435445.84
GEOFORCE GROUP,1414352.16
EAGLESPIRIT MARKETING,1410412.57
HALM ELEKTRONIK,1404703.14
45 NORTH CONSULTING,1396391.29
GOLDER ASSOCIATES,1389841.85
EDCORE ENTERPRISES,1378799.90
EXOVA CANADA,1377971.72
POSTERITY GROUP CONSULTING,1367690.24
PERFORMANCE MANAGEMENT NETWORK,1354288.09
PCI GEOMATICS ENTERPRISES,1350840.92
HICKLING ARTHURS LOW,1348785.85
CANADIAN STANDARDS ASSOCIATION,1342326.70
THE AIM GROUP,1316123.40
STRACK ASSOCIATES,1309588.48
OPUS STEWARTWEIR,1308980.33
DARE HR,1307549.69
ARTEMP PERSONNEL SERVICES,1303022.08
AMEC ENVIRONMENT INFRASTRUCTURE,1269265.72
GEOSOFT,1261929.87
FISHER INTERNATIONAL,1258502.34
C CORE,1257490.43
EASTERN RESEARCH GROUP,1251386.28
CBCI TELECOM,1251071.13
KINGSTON PROCESS METALLURGY,1250899.08
ECO BURN,1250763.24
CSA GROUP,1249109.75
TULLOCH GEOMATICS,1248766.39
SGS CANADA,1245257.35
JOHN BROOKS COMPANY,1244382.08
COMPUTER SCIENCES CANADA,1241593.65
MCINTOSH PERRY SURVEYING,1240982.96
DUKE UNIVERSITY,1239611.88
SYSTEMATIC SOLUTIONS,1235684.60
CORADIX TECHNOLOGY CONSULTING,1215123.75
ALPHA SERVICES,1213157.37
FORD MOTOR COMPANY,1213133.73
HELI UNGAVA 1997,1204279.44
SIMPLEX GRINNELL,1197916.88
ACME ANALYTICAL LABORATORIES,1197826.87
NUNAVUT SEALINK SUPPLY,1184647.12
LANNICK RECRUITMENT OTTAWA,1182324.27
529040 ONTARIO AND,1166458.32
THE MATHWORKS,1155443.91
WILEY BLACKWELL COMMERCE PLACE,1144549.76
ALTUS GEOMATICS,1134363.83
RGB MEDIA,1127737.18
PETER EDWARDS,1121174.96
GEOFORCE CONSULTANTS,1115159.81
CONSORTIUM LE PROHON,1106467.48
YARDSTICK SOFTWARE,1106379.76
UNIVERSITY OF NEW BRUNSWICK,1103361.07
IRON MOUNTAIN CANADA,1103219.08
ATS SCIENTIFIC,1095578.15
CARLETON UNIVERSITY,1095427.42
DG TAYLOR,1083071.02
ADVANCED BUSINESS INTERIORS,1079739.51
