vendor_normalized,sum_effective_value
CANADIAN CORPS OF COMMISSIONAIRES,22020097.79
MINDWIRE SYSTEMS,13306746.53
CISION CDA,10918433.62
NAUTSA MAWT TRIBAL COUNCIL,10769981.50
ADRM TECHNOLOGY CONSULTING,8230844.63
CISION CANADA,6208592.74
MCCARTHY TETRAULT,5320766.60
NORTHERN MICRO,4843996.53
NISHA TECHONOLOGIES,4814520.51
XEROX,4020330.03
BELL CANADA,3540069.64
MICROSOFT CANADA,3425179.08
DELL COMPUTER,3382584.25
AYAYA COMMUNICATIONS,2961080.82
EXCEL HUMAN RESOURCES,2397531.24
EAGLE VISION,2364883.50
COFOMO,2309186.29
IPSOS PARTNERSHIP,2066223.64
CAPITAL DEDICATED LOGISTICS,1946620.63
TEK SYSTEMS CANADA,1833074.69
PLURI VOX MEDIA,1819900.04
FACTIVA,1786446.08
MEDIACO THE PRESENTATION,1777473.68
ROGERS,1709435.03
TEKNION,1631295.95
DELOITTE AND TOUCHE,1601804.30
QMR,1557461.70
TOTEM OFFISOURCE,1542307.62
PRICEWATERHOUSE COOPERS,1467665.48
ALTIS HUMAN RESOURCES,1415952.33
L3 COMMUNICATIONS,1285525.45
APPLIED ELECTONICS,1265376.23
BPM CONSULTING,1255054.53
H K COMMUNICATIONS,1221291.14
MEDIA Q,1187604.79
SNAPSTREAM MEDIA,1160997.19
RICOH,1160305.73
HARRIS DECIMA,1128980.97
MIREMS,1052783.34
SAMSON AND ASSOCIATES,996305.02
IBISKA TELECOM,994745.57
LES INDUSTRIES ROUILLARD,990568.22
LAGER MARKETING,976744.80
FTI CONSULTING CDA,963386.18
CEDROM SNI,959294.33
CANADIAN BROADCASTING,946236.58
SOFTCHOICE,933823.94
CBCI TELECOMCOM,924002.47
EBSCO CANADA,893814.74
GARTNER,892226.00
MERGIS SPHERION,859846.86
KELLIHER LAW,845600.00
SIMPLEX GRINNELL,838399.56
PRINTERS PLUS,787893.69
FORUM RESEARCH,720397.60
GENERAL DYNAMICS,702431.10
ARI FINANCIAL SERVICES T46163,654424.91
HIRA ROWAN,647503.84
THE CANADIAN PRESS,628192.99
CANON,624874.65
SIMON FRASER UNIVERSITY,621792.85
FEDERAL EXPRESS CANADA,612579.76
EUGENE LEON OSCAPELLA,611306.60
CORPORATE RESEARCH ASSOCIATES,607268.63
4 OFFICE AUTOMATION,603768.55
ITEX,597425.88
ELEMENTAL DATA COLLECTION,595336.46
TES CONTRACT SERVICES,587289.44
CISTEL TECHNOLOGY,582435.92
NEWFOUND RECRUITING,573214.98
MEDIACO THE PRESENTATION COMPANY,565000.02
CHANNEL MANAGEMENT INTERNATIONAL,525663.57
EARNSCLIFFE STRATEGY GROUP,523190.00
COMPUTER MEDIA GROUP,516959.33
TELUS CANADA,509524.05
LUMINA IT,506309.72
KPMG,476295.00
AEPOS TECHNOLOGIES,457056.77
IHS GLOBAL,442200.85
NESTA ENTERPRISES,431379.67
BRAINHUNTER,426942.00
ODGERS BERNDTSON,406800.00
HAVER ANALYTICS,401968.08
CDW CANADA,396389.54
MISHKUMI TECHNOLOGIES,396045.47
FEDEX EXPRESS CDA,384737.14
GRAND AND TOY,384304.34
OPEN STORAGE SOLUTIONS,380796.35
SUSSEX CIRCLE,371072.01
LANNICK CONTRACT SOLUTIONS,368916.75
ADVANCED CHIPPEWA TECHNOLOGIES,364013.50
CP IMAGES,358456.02
ARTEMP PERSONNEL SERVICES,354339.51
ITC TRADUCTIONS CANADA,345000.00
LANSDOWNE TECHNOLOGIES,341062.25
WPP GROUP CANADA COMMUNICATIONS,335790.80
KNOWLEDGE CIRCLE LEARNING SERVICES,333058.46
DELIVERY ASSOCIATES,329299.99
HALLUX CONSULTING,324649.00
TURTLE ISLAND STAFFING,317330.45
POLLARA,310938.34
ENVIRONICS RESEARCH GROUP,307360.00
ADVANCED BUSINESS INTERIORS,304068.34
THE ACCESS INFORMATION AGENCY,302406.23
CHUBB EDWARDS,300759.38
BDMK CONSULTANTS,295156.00
DYNAMIC PERSONNEL CONSULTANTS,293346.24
EMCON,270310.64
EKOS RESEARCH ASSOCIATES,267035.95
INTERACTIVE AUDIO VISUAL,265649.44
KONICA MINOLTA BUSINESS SOLUTIONS C,264796.29
SI SYSTEMS,263028.68
ADOBE,256625.06
ART BANK,256231.48
COMPUAIDS,256171.00
WALKER CONSULTING GROUP,248601.90
ODGERS BERNDSTON,248600.00
BOYDEN OTTAWA BESC OTTAWA,247820.04
MAPLESOFT CONSULTING,245689.13
CARAHSOFT TECHNOLOGY,244781.39
HAY GROUP,243874.28
PHASELOCK SYSTEMS,243485.09
GLOBAL INSIGHT USA,242345.93
FMC PROFESSIONALS,242290.14
ROSCO GROUP,240750.00
CHUBB EDWARDS A UTC,234906.91
IRON MOUNTAIN CANADA,232922.53
CANADIAN BROADCASTERS RIGHTS,226050.78
MANIFEST COMMUNICATIONS,226000.00
JANICE LOUISE LAFORME,224636.53
ECOLE DE LANGUES LA CITE,221369.86
FEDEX FREIGHT,220010.36
CRYPTO SOLUTIONS,219006.17
NOVA NETWORKS,214067.54
CARBON COMPUTING,213743.64
CGI,204556.37
THOMAS LARRY MCMAHON,201705.00
ARI FINANCIAL SERVICES,201417.80
QUINTET CONSULTING,200234.73
MISSION MEASUREMENT,200000.33
THE DELIVERY ASSOCIATES,200000.00
FORD MOTOR COMPANY,197969.37
IBM CANADA,195628.70
MSLI GP,194069.40
DYNAMEX CANADA,193007.40
KNOWLEDGE CIRCLE,190852.57
QUORUS CONSULTING GROUP,186393.50
JOHNSONS BUSINESS INTERIORS,186090.08
CNW GROUP,178895.39
TEKSYSTEMS CANADA,176111.00
PURELOGIC,176106.09
TRM TECHNOLOGIES,173458.67
INSTITUTE ON GOVERNANCE,173374.25
NITRO MICROSYSTEMS,172022.56
TOYOTA CANADA,171441.30
EVALUATION PERSONNEL SELECTION,171172.40
AVW TELAV,170465.57
DBS INTERNATIONAL,169500.00
FOUR POINT SOLUTIONS,169106.52
SECURE TECHNOLOGIES,168968.90
ADVANCED PRESENTATION PRODUCTS,165806.25
A NET SOLUTIONS,159440.16
VERITAAQ TECHNOLOGY HOUSE,157380.76
FAST TRACK STAFFING,157013.50
BESPOKE AUDIO VISUAL,156164.60
PAYSTATION,155367.09
EQUINOX LANGUAGE CENTRE,154482.40
ECONOMIST INTELLIGENCE UNIT,149964.68
TERAMACH TECHNOLOGIES,148838.07
IPSOS REID,148785.01
STONEWOOD CANADA,148746.70
FANNIE LAFONTAINE,148708.00
CONFERENCE BOARD OF CANADA OTTAWA,147991.21
FREEMAN AUDIO VISUAL,146709.51
SYDNEYPLUS INTERNATIONAL,143305.85
FEDEX TRADE NETWORKS CAN,143272.08
SECURIT RECORDS MANAGEMENT,137086.70
BERLITZ CANADA,136232.00
SITE SECURE SOFTWARE,134659.43
CHOQUET ENGRAVING,133041.68
CHATEAU CHAMPLAIN,132286.93
SPIRIT STAFFING,128886.80
CONNECTUS CONSULTING,127150.01
BESC OTTAWA,124017.50
LABORTEK PERSONNEL SERVICES,121934.43
WOODWARD LAWYERS,121720.00
WILLIAM MACDONALD,121644.00
ANIXTER CDA,119834.24
DYNAMIX,118146.48
RAQUEL GARBERS,116616.00
FAST FORWARD FRENCH,114012.50
OPENTEXT,113700.60
VIASAT UK,113309.45
C D HOWE INSTITUTE,112500.00
ECLIPSYS SOLUTIONS,112425.46
7919930 CANADA,112334.65
CHARLTON COMPANY,110148.75
UNIVERSITY OF TORONTO,106623.98
ORBIS RISK CONSULTING,106163.58
ADECCO EMPLOYMENT SERVICES,105006.38
