vendor_normalized,sum_effective_value
PAUKTUUTIT INUIT WOMEN OF CANADA,320040.06
ALTIS HUMAN RESOURCES,204661.24
ZYCOM,192585.21
CORCAN,180521.00
CBCI TELECOMCOM,178877.49
EXCEL HUMAN RESOURCES,177587.49
FOREST COMMUNICATIONS,168114.59
N12 CONSULTING,143374.40
TARGET MARKETING COMMUNICATIONS,140120.00
QMR,139258.04
ACTION PERSONNEL OF OTTAWA HULL,105534.12
BRECKENHILL,102431.23
SOPHIA KOUKOUI,95561.47
MISHKUMI TECHNOLOGIES,72395.28
BELL CANADA,62776.06
TOTEM,59015.75
MEDIA ACTION,57487.50
DONNA CONA,52313.63
UNIVERSITE DU QUEBEC A MONTREAL,49800.00
SYSTEMSCOPE,39953.81
SERVICES LINGUISTIQUES VERSACOM,39000.00
MARIE PAULE KASSIS,37500.01
TRADUCTIONS HOULE,37500.01
CARON TRAINING CENTRE,34006.00
BLACKBERRY,31116.09
XEROX,30759.65
KNOWLEDGE CIRCLE LEARNING SERVICES,30658.95
SDL INTERNATIONAL CANADA,30353.40
UBIQUS OTTAWA,25000.00
LEXPRESSIVE,25000.00
KASSIS MARIE PAULE,25000.00
BRAND LIVE MANAGEMENT GROUP,25000.00
POMP CIRCUMSTANCE,24995.60
LNW CONSULTANTS,24995.56
BARBARA PERSONNEL,24989.82
BEACON CONSULTING,24937.50
NEWFOUND RECRUITING,24920.83
MICROSOFT CANADA,24784.52
ALBERTA COUNCIL OF WOMENS SHELTERS,24500.00
ABCE LANGUAGE SCHOOL,24495.00
KARTINI INTERNATIONAL,24216.25
INSTITUTE ON GOVERNANCE,24000.00
UNIVERSITY OF WESTERN ONTARIO,24000.00
LLAMA COMMUNICATIONS,23333.33
ALLWEST COMMERCIAL,21005.90
DELTA HOTELS BY MARRIOTT MONTREAL,19771.68
SOFTCHOICE,19766.23
JANIQUE SIMARD OUELLETTE,16272.00
ANTHONY MACAULEY ASSOCIATES CONSULTANTS,16256.87
HOWARD DUNCAN,14659.31
COPEM CONSULTING,14341.28
EKOS RESEARCH ASSOCIATES,13797.00
CLA PERSONNEL,13484.41
MARRIOTT DOWNTOWN AT CF TORONTO EATON CENTRE,12874.54
MEDIA Q,12500.00
PATON ASSOCIATES MANAGEMENT CONSULTING,12492.75
ROTMAN SCHOOL OF EVENTS,12450.00
CONVERSART CONSULTING,12379.50
COMPUPHILE,12329.92
BMC SOFTWARE CANADA NUMARA DIVISION,12327.46
DILLON BLACK MICHELLE BLACKBURN,12244.84
HILTON GARDEN INN HOMEWOOD SUITES OTTAWA DOWNTOWN,10995.94
BGIS,7727.15
ADVANCED BUSINESS INTERIORS,7084.53
JA CREATIVE SERVICES,6496.09
CSDC SYSTEMS,5638.98
CIANN L WILSON,5535.70
IMATICS,5346.34
ARTEMP PERSONNEL SERVICES,4742.72
BERLITZ,2268.00
