vendor_normalized,sum_effective_value
CANADIAN CORPS OF COMMISSIONAIRES,34154362.51
GROUPE ONSCOPE ONSCOPE,28794836.67
EXCEL HUMAN RESOURCES,26383839.66
COFOMO,25585334.89
NORTHERN MICRO,19851509.88
MODIS CANADA,18052848.67
MINDWIRE SYSTEMS,17040476.79
CORADIX TECHNOLOGY CONSULTING,15767517.61
IBM CANADA,13562920.64
LS TELCOM,11644989.11
VERITAAQ TECHNOLOGY HOUSE,11591551.82
SI SYSTEMS,10949597.15
SYSTEMSCOPE,10267073.98
TPG TECHNOLOGY CONSULTANTS,9874171.67
ORACLE CANADA,9214369.13
COSSETTE COMMUNICATIONS,8790412.68
KPMG,7934615.56
DELOITTE AND TOUCHE,7509116.82
NISHA TECHONOLOGIES,7199524.10
LUMINA IT,6662200.55
CENTRE DE DEVELOPPEMENT CIA,6594411.83
THE AIM GROUP,6195461.76
PRICEWATERHOUSE COOPERS,5948637.68
AVASCENT GROUP THE,5777768.00
SOMOS,5543415.76
ALTIS HUMAN RESOURCES,5491283.03
SOFTCHOICE,5268768.93
TOTEM OFFISOURCE,4702852.86
ADVANCED CHIPPEWA TECHNOLOGIES,4553133.94
ROHDE SCHWARZ CANADA,4346093.33
AMERICAN CHEMICAL SOCIETY,4288197.15
XEROX,4171601.88
BELL CANADA,4125098.08
RAYMOND CHABOT GRANT THORNTON,4095127.13
TERAMACH TECHNOLOGIES,4094747.53
LEVERAGE TECHNOLOGY RESOURCES,4029707.26
SHOULDICE MECHANICAL,3914958.49
MICROSOFT CANADA,3658293.67
MOTOROLA SOLUTIONS CANADA,3604302.00
MUNRO SCULLION CONTRACTING,3596412.76
GROUPE ALITHYA,3593884.05
GARTNER,3584366.28
LABOR TEK PERSONNEL SERVICES,3550534.99
ACME FUTURE SECURITY CONTROLS,3528669.33
TELECOM COMPUTER SERVICES,3497209.05
POWER AUCTIONS,3470134.38
HYPERTEC,3416561.99
HEWLETT PACKARD,3379939.83
SEMANTIC CONSULTING,3356410.76
ERNST YOUNG,3129730.71
GCSTRATEGIES,3046169.30
HAWORTH,3013437.40
VCAN GROUP THE,2873656.54
EBSCO CANADA,2856080.09
SYSTEMATIX SOLUTIONS,2838187.00
ATRIA NETWORKS,2826924.76
EARL CARR ELECTRIC CANADA,2811238.80
TEKSYSTEMS CANADA,2798507.91
CEDROM SNI,2661930.45
INTEGRA NETWORKS,2610163.33
CHEMICAL ABSTRACTS SERVICE,2566905.89
QUESTEL ORBIT,2563269.92
HONEYWELL,2548049.18
MAPLESOFT CONSULTING,2506879.50
AVI SPL CANADA,2452273.77
RANDSTAD,2449007.86
LIEN PAR LE RESEAU,2278787.90
3005526 CANADA,2228444.75
CONFLUENCE CONSULTING,2203054.56
ACCENTURE,2156991.41
PATHFINDER SYSTEMS DESIGN,2108987.56
ADIRONDACK INFORMATION MANAGEMENT,2012778.01
ARTEMP PERSONNEL SERVICES,1961262.95
IHS GLOBAL,1958174.57
ADVANCED BUSINESS INTERIORS,1951924.15
KNOWLEDGE CIRCLE LEARNING SERVICES,1928413.24
HARRINGTON STAFFING SERVICES,1918457.50
PRECISIONIT,1885473.10
GENERAL MOTORS,1868684.54
GRAYBRIDGE INTERNATIONAL CONSULTING,1868192.57
CGI,1866438.00
PITNEY BOWES,1824546.25
INFORMATION BUILDERS CANADA,1801704.00
CANON,1801114.30
CONFERENCE BOARD OF CANADA THE,1782733.00
SIMPLEX GRINNELL,1769316.11
ANRITSU ELECTRONICS,1748196.36
TESTFORCE SYSTEMS,1718040.05
OPENTEXT,1702024.33
COPEM CONSULTING,1578746.01
STN COLUMBUS,1555146.33
CALIAN,1522469.43
AEROSPACE INDUSTRIES ASSOC OF CDN,1520710.00
MISHKUMI TECHNOLOGIES,1489467.00
RA MALATEST ASSOCIATES,1427636.92
LIGHTNING TREE CONSULTING,1413658.97
DOW JONES REUTERS BUSINESS,1411435.50
ACTION PERSONNEL SERVICES OF,1395783.23
AJILON,1395441.00
SMITH INSTITUTE,1392966.67
INTELLECTUAL PROPERTY INSTITUTE,1391325.39
DYNAMIX OTTAWA,1370820.09
INTERFAX SYSTEMS,1369671.82
ACCURATE POINT CONSTRUCTION,1351280.00
ASBEX,1348110.00
ASOKAN BUSINESS INTERIORS,1308069.74
LEXISNEXIS CANADA,1304887.50
KARSON ASPHALT PAVING,1296167.63
IBISKA TELECOM,1292554.37
CDW CANADA,1291861.98
DELL COMPUTER,1244089.13
ASTROCOM ASSOCIATES,1243098.33
MAGELLAN ENGINEERING,1235321.00
GENOMEQUEST,1231389.00
DYNAMIC PERSONNEL CONSULTANTS,1208198.50
FACTIVA,1205447.52
BDO CANADA,1203998.00
4083261 CANADA,1195394.00
ALIKA INTERNET TECHNOLOGIES,1184790.88
TP CRAWFORD,1168414.00
THOMSON REUTERS CANADA,1142555.73
TEKNION,1119392.53
CORNWALL GRAVEL COMPANY,1084259.25
ADIRONDACK TECHNOLOGIES,1083889.04
FORD MOTOR COMPANY,1076774.86
ADGA GROUP,1067057.14
KEYSIGHT TECHNOLOGIES CANADA,1062630.08
RETIREMENT PLANNING INSTITUTE THE,1051473.50
ALTRUISTIC INFORMATICS CONSULTING,1046885.00
FOXWISE TECHNOLOGIES,1045975.00
CA CANADA COMPANY,1045720.33
ITEX,1035978.38
GENESIS INTEGRATION,1028314.96
MEDIA Q,1008040.00
STRONGCO PARTNERSHIP,998703.00
MACKINNON CHARLTON,992260.70
JANIQUE SIMARD OUELLETTE,973383.00
SNC LAVALIN,969555.00
SCIENCE METRIX,948841.05
IAN MARTIN,937682.00
DWYER GLASS,934573.06
COADY CONSTRUCTION,932942.00
SAS INSTITUTE,929815.70
SOPHEON,925012.81
2413 2276 QUEBEC,920605.06
SHARP ELECTRONICS,919269.38
ANIXTER CANADA,899863.95
DONNA CONA,876916.00
CACHE COMPUTER CONSULTING,874273.47
PURELOGIC,874139.82
TRM TECHNOLOGIES,869812.00
LEMIEUX NOLET,868251.49
NITAM SOLUTIONS,867044.02
EVISION SOFTSIM TECHNOLOGIES,865748.00
AERIC,862002.70
SOLUTIONS MOERAE,859771.51
IEEE,858311.00
DB COMPANIES OF CANADA THE,851077.28
GENERATION SHEET METAL,845194.80
IFATHOM,842731.00
KANATA UTILITIES,839192.24
GOSS GILROY,823025.07
CISTEL TECHNOLOGY,821015.20
BOXFABRIC,818537.07
HYPERACTIVE PRODUCTIONS,815645.60
SUDDEN SERVICE TECHNOLOGIES,815583.00
TURTLE ISLAND STAFFING,810244.77
IRON MOUNTAIN CANADA,808365.74
INNOVATIVE INTERFACES CANADA,798430.33
MICRO FOCUS CANADA,794402.00
SCHMID PARTNER ENGINEERING AG,787743.82
STEELCASE CANADA,785076.21
BROOKFIELD ASSET MANAGEMENT,782326.59
ACOLE DE LANGUES LA CITA,780580.00
IT NET CONSULTANTS,775098.00
ONPATH BUSINESS SOLUTIONS,772273.00
NOVELL CANADA,766052.00
INTERNATIONAL DATA,764877.00
ANSYS CANADA,764435.84
POSTMEDIA NETWORK,751131.00
ZYCOM,747837.98
SOLOTECH,747149.00
AGILENT,746744.00
TAILLEFER PLUMBING HEATING,733311.76
TMR3 COUVREUR,723039.14
DELTA MEDIA,722132.00
3852946 CANADA,716977.50
GEOFORCE GROUP,716045.74
ASSOCIATES GROUP OF COMPANIES,711942.00
MAXSYS STAFFING CONSULTING,710005.39
FTI CONSULTING CANADA,696844.64
PRA,693732.10
BP M GOVERNMENT IM IT,684898.25
GROUPE CONSEIL BAASTEL LTAE LE,679030.00
MAPINFO CANADA,674277.00
RIDGE FALLS HOUSE,668647.50
CCSI TECHNOLOGY SOLUTIONS,660373.00
PROGRESS SOFTWARE,660089.22
PUBLIC WORKS AND GOVERNMENT,658701.00
GAP WIRELESS,654592.65
