vendor_normalized,sum_effective_value
ALTIS HUMAN RESOURCES,1975138.58
EXCEL HUMAN RESOURCES,1252732.03
LANNICK CONTRACT SOLUTIONS,488879.45
DYNAMIC PERSONNEL CONSULTANTS,385108.08
FMC PROFESSIONALS,270513.55
PORTAGE PERSONNEL,253527.64
MAKWA RESOURCING,240067.80
THE AIM GROUP,193173.09
MICROSOFT CANADA,169037.58
THE ACCESS INFORMATION AGENCY,149842.32
WEBDRIVE CANADA,146884.70
ZYCOM,138092.15
TEKNION,130350.19
CDW CANADA,128162.69
THE BYTOWN GROUP,120551.29
BOYDEN OTTAWA,91980.00
DIANE BROUSSEAU ASSOCIATES,91405.12
NISHA TECHONOLOGIES,87029.83
THINKPOINT,69094.23
RAYMOND CHABOT GRANT THORNTON,68783.79
SAMSON AND ASSOCIATES,66283.09
IDS SYSTEMS CONSULTANTS,64683.02
GARTNER,63426.90
CORADIX TECHNOLOGY CONSULTING,60647.12
TOYOTA CANADA,55243.41
WARK WESLEY,49841.66
EPSILON CONSULTING MANAGEMENT GROUP,49439.26
NORTHERN MICRO,44280.16
ANNE E BERTRAND,43115.63
ADVANCED BUSINESS INTERIORS,43049.86
NOTICIA,42540.76
KNOWLEDGE CIRCLE LEARNING SERVICES,41918.45
SOFTCHOICE,41574.22
CISCO,39316.85
DONNA CONA,38988.31
ERIE CONSULTING GROUP,37499.99
ASOKAN,35930.17
ITEX,35510.03
URBAN WORKPLACE,32089.33
IPSS,29260.72
MOERAE SOLUTIONS,29103.05
TURTLE ISLAND STAFFING,27833.15
INFO TECH RESEARCH GROUP,26464.60
YVES MARINEAU,24973.00
SIERRA SYSTEMS GROUP,24459.78
VMWARE,23403.48
CENTRE DE FORMATION PROFESSIONNELLE ET LINGUISTIQUE CARON,23104.00
SOLUTIONS MOERAE,19402.03
CSI CONSULTING,18671.94
COM NET,17233.72
RH BELVEDERE,16479.75
LES TRADUCTIONS TESSIER SCC,16231.32
DARKTRACE,16096.50
DIANE L MCCUSKER,15176.70
CANON,15038.73
PHIRELIGHT SECURITY SOLUTIONS,15010.80
CARAHSOFT TECHNOLOGY,13222.99
OTTAWA SECURITY AND COMMUNICATIONS,12938.39
ADR EDUCATION PARTNERSHIP,12417.30
WORKPLACE SAFETY PREVENTION SERVICES,11934.41
GRAHAM FRASER,10500.00
DUO SECURITY,8166.75
MEDIUM CUBE,7001.98
