vendor_normalized,sum_effective_value
CANADIAN CORPS OF COMMISSIONAIRES,1423076.01
TOTEM OFFISOURCE,1372412.85
GARTNER,1031420.52
SOFTCHOICE,871526.75
MICROSOFT CANADA,835120.94
ONLOGICS,561362.53
TERAMACH TECHNOLOGIES,519801.87
NISHA TECHONOLOGIES,467144.98
IBM CANADA,449110.67
COMBAT NETWORKS,428288.42
FUTURE SECURITY CONTROLS,364200.00
KPMG,335271.90
EXCEL HUMAN RESOURCES,326559.65
NORTHERN MICRO,325372.78
FREEBALANCE,278007.29
XEROX,274196.97
KNOWLEDGE CIRCLE,245619.17
GERALD DEROUIN MANAGEMENT CONSULTANT,237300.00
MNP,226000.00
ECOLE DE LANGUES ABCE,211452.50
IFATHOM,201750.70
ORACLE CANADA,192438.55
VISIONTEC 2008,190032.10
PRINTERS PLUS,185100.71
TEKNION,182427.98
KIFINITI SOLUTIONS,177952.00
JOHNSONS BUSINESS INTERIORS,173514.03
PROCOM CONSULTANTS,167378.43
IBISKA TELECOM,163885.00
BIR CONSULTING,155375.00
SMART PRINTING SOLUTIONS,148875.00
CLOUDMAGIC,143328.07
CLOUDMASK ONLOGICS,143328.07
KNOWLEDGE CIRCLE LEARNING SERVICES,136210.95
GENESIS INTEGRATION,133402.27
ACOLE DE LANGUE DE LESTRIE,125622.30
DELL COMPUTER,119691.23
TOSHIBA CLIENT SOLUTIONS,119424.50
RICOH,118916.92
GILLIN ENGINEERING,110327.85
SHRED IT,110286.76
CAPELLO AUDIO ELECTRONICS,106268.50
CHASE OFFICE INTERIORS,104689.96
HAY GROUP,102650.00
MAPLESOFT CONSULTING,101813.00
GRANT THORNTON,99500.00
THE AIM GROUP,99440.00
ADVANCED CHIPPEWA TECHNOLOGIES,99280.92
ACCURATE DESIGN,93765.71
MULTISHRED,92046.31
234 LAURIER LEASEHOLD,91799.10
RANDSTAD,90408.99
BERLITZ CANADA,89715.90
ERGO INDUSTRIAL SEATING SYSTEMS,86953.50
JAMA SOFTWARE,86899.28
TRM TECHNOLOGIES,86666.00
ADOBE,80997.82
JOHN A TYLER AND ASSOCIATES SECURITY,80000.00
CENTRE DE LANGUES INTERNATIONALES CHARPENTIER,78027.00
THE HAY GROUP,75000.00
ONLOGICS O A CLOUDMASK,71664.04
ST JOSEPH PRINT GROUP,70726.58
CLIC CARPENTIER,70403.55
CLIC,69915.65
BMB CONSULTING,66280.00
HRWARE,65695.00
MIREMS,64550.00
GOLDBLATT PARTNERS,63562.50
ACOLE DE LANGUES ABCE,63210.00
CORADIX TECHNOLOGY CONSULTING,62150.00
KIFINTI SOLUTIONS,61952.27
VINCI PARK,59474.22
FORRESTER RESEARCH,59438.00
ACOLE LESTRIE,57960.00
TOTEM OFFICESOURCE,54599.90
CASEWARE,53697.00
FOXWISE TECHNOLOGIES,53147.52
LANNICK CONTRACT SOLUTIONS,52725.00
DEMENAGEMENT SLBL,51415.00
PETER J KINDREE ARCHITECT,50909.50
GRAYBRIDGE INTERNATIONAL CONSULTING,50850.00
HICKS MORLEY BARRISTER AND SOLIITORS,50000.00
FRONT RANGE SOLUTIONS,50000.00
CYGNOS,49999.45
QMR,49720.00
CLOUDMASK,48646.50
EMBARCADERO TECHNOLOGIES,48163.48
CSDC SYSTEMS,47542.53
THE GLOBAL GROUP,45082.00
PRIMEXX VENTURES,44974.00
PRIMEXX VENTURES ALEJANDRA CARRILLO IN JV,44974.00
ATRIA NETWORKS,44300.00
BRAINHUNTER,44100.00
FRONTRANGE SOLUTIONS USA,44076.93
THE RIGHT DOOR CONSULTING,44070.00
CYBERKLIX,43402.86
CHRISTIE WALTHER COMMUNICATIONS,42767.35
ACCURATE DESIGN COMMUNICATION,41366.48
GLOBAL UPHOLSTERY,40829.84
FRONT RAGE,40567.46
THE BYTOWN GROUP,39640.40
CANON,39284.75
ACCURATE,39229.20
TRANISTION PATH,38730.75
CASEWARE IDEA,38474.86
GILLIN ENGINEERING CONSTRUCTION,37537.50
THOMSON REUTERS,36880.55
WORKPLACE FAIRNESS INSTITUTE O A DONAIS MEDIATIONS AND ARBITRATIONS,36018.75
VISIONTEC SYSTEMS,35411.99
CANADA COUNCIL FOR THE ARTS,35244.70
VANGUARD EMERGENCY MANAGEMENT,35086.60
LENOVO CANADA,35004.13
PROMOMEDIA GROUP,34900.05
ACCURATE DESIGN AND COMMUNICATIONS,34761.06
FIRST CHOICE LOCKSMITH,34073.05
GREYSCALE INTELLIGENCE,33900.00
COMPUTER MEDIA GROUP,33001.59
MAXSYS STAFFING AND CONSULTING,32973.63
