vendor_normalized,sum_effective_value
VENTURE HEALTHCARE,180681473.61
EXPRESS SCRIPTS CANADA,157837641.59
COSSETTE COMMUNICATIONS,44476247.17
EXCEL HUMAN RESOURCES,43937724.08
PEDABUN NURSING CHCA,37605479.74
BAYSHORE HEALTHCARE,28718232.53
PRAIRIE PLANT SYSTEMS,27884455.24
BAVARIAN NORDIC,20324829.90
336 334 THOMPSON DRIVE,19218914.40
UNIVERSITY OF WATERLOO,16603699.78
CANADIAN HEALTH CARE AGENCY,16040761.65
CANADIAN CORPS OF COMMISSIONAIRES,14895408.91
IT NET CONSULTANTS,12938083.70
ALTIS HUMAN RESOURCES,12183738.55
CACHE COMPUTER CONSULTING,12065935.48
CORADIX TECHNOLOGY CONSULTING,12031062.78
IBM CANADA,11512675.08
SEQIRUS CANADA,11017500.00
QMR,10789935.67
TRANSWEST AIR,10336763.85
WATERS,9839546.67
AGILENT,8707679.10
PRECISIONIT INCOPORATED,8600965.46
PRICEWATERHOUSE COOPERS,8578035.77
WEST WIND AVIATION,8447565.00
PRONTO AIRWAYS,8363250.00
MODIS CANADA,8093130.24
THERMO FISHER SCIENTIFIC,8024316.24
CISTEL TECHNOLOGY,7965694.54
SI SYSTEMS,7860084.28
THE AIM GROUP,7782733.86
MIWAYAWIN HEALTH CARE,7672500.00
EMERGENT BIOSOLUTIONS,7403760.00
NORTHERN MICRO,7308314.92
CDW CANADA,7269171.75
QUEENS UNIVERSITY IRC,7207141.53
COSETTE MEDIA,6900258.40
FORD MOTOR COMPANY,6783452.86
IDEXX LABORATORIES CANADA,6720839.03
XEROX,6664526.70
UNIVERSITY OF SASKATCHEWAN,6442594.37
CALIAN,6398132.35
OGILVY MONTREAL,6349320.00
SAS INSTITUTE,6287027.66
6256253 MANITOBA,6133513.55
GSI INTERNATIONAL CONSULTING GROUP,5812813.01
UBC FACULTY OF DENTISTRY,5809000.00
GRAND MEDICINE HEALTH SERVICE,5535128.35
INDIGENOUS HEALTH GROUP,5482277.04
