gen_vendor_normalized,total_entries,total_contracts,total_amendments
CANADIAN HEALTH CARE AGENCY,1848,670,1178
ONTARIO DENTAL ASSOCIATION,552,153,399
EXCEL HUMAN RESOURCES,524,378,146
ILLUMINA CANADA,325,237,88
XEROX,272,233,39
VENTURE HEALTHCARE,226,156,70
BAYSHORE HEALTHCARE,224,164,60
ALTIS HUMAN RESOURCES,219,183,36
SOLUTIONS STAFFING,208,124,84
AGILENT,205,196,9
CARDINAL HEALTH CANADA,199,189,10
RICOH,168,145,23
MASHA KRUPP TRANSLATION,162,81,81
ACADAMIE DE FORMATION LINGUISTIQUE,162,124,38
FISHER SCIENTIFIC,151,143,8
LIONBRIDGE,149,97,52
LIFE TECHNOLOGIES,148,128,20
MCKESSON CANADA,146,140,6
QUANTUM MANAGEMENT SERVICES,142,119,23
WATERS,122,121,1
TAG HR,99,72,27
CANADIAN CORPS OF COMMISSIONAIRES,95,77,18
FISHER SCIENTIFIC COMPANY,93,91,2
CANON,89,81,8
INDIGENOUS HEALTH GROUP,88,87,1
ADIRONDACK TECHNOLOGIES FURNITURE,86,83,3
6256253 MANITOBA,84,83,1
MULTI OPTIONS NURSING,84,52,32
QMR,82,59,23
TURTLE ISLAND STAFFING,70,53,17
TEKNION,69,69,0
THERMO FISHER SCIENTIFIC,69,65,4
SOLUTIONS NURSING LFC,68,37,31
GENESIS INTEGRATION,67,65,2
IBM CANADA,65,60,5
COSSETTE COMMUNICATIONS,65,57,8
DRAKE MEDOX HEALTH SERVICES,65,58,7
NISHA TECHONOLOGIES,65,62,3
QIAGEN,65,59,6
DYNAMIC PERSONNEL CONSULTANTS,64,50,14
FORD MOTOR COMPANY,63,58,5
VWR INTERNATIONAL,61,58,3
ESBE SCIENTIFIC,60,48,12
THE AIM GROUP,59,42,17
IDEXX LABORATORIES CANADA,59,57,2
SANOFI PASTEUR,58,48,10
IMPERIAL OIL,58,56,2
NORTHERN MICRO,55,53,2
INSTRUX MEDIA,55,54,1
PWGSC,55,48,7
MULTI OPTIONS,54,29,25
RTG PROTECH,53,30,23
CACHE COMPUTER CONSULTING,52,27,25
TOTEM OFFISOURCE,51,49,2
EUROIMMUN,48,32,16
HENRY SCHEIN CANADA,48,47,1
SOCIETE GAMMA,46,33,13
KNOWLEDGE CIRCLE LEARNING,46,44,2
PROLOGIC SYSTEMS,43,36,7
RISK SCIENCES INTERNATIONAL,42,40,2
ECOLE DE LANGUES LA CITE,40,35,5
FOX TRANSLATIONS,39,33,6
MAXSYS STAFFING AND CONSULTING,39,29,10
SINCLAIR DENTAL COMPANY,39,39,0
GLAXOSMITHKLINE,38,31,7
ALLCO ELECTRICAL,38,25,13
CALIAN,38,25,13
MAXSYS PROFESSIONALS AND SOLUTIONS,36,29,7
ISE,36,35,1
TETRA TECH SCIENCES INTERNATIONAL,36,35,1
SANEXEN SERVICES ENVIRONNEMENTAUX,35,34,1
SUBARU CANADA,34,31,3
GSI INTERNATIONAL CONSULTING GROUP,33,15,18
ILLUMINA,33,28,5
ACOLE DE LANGUES ABCE,33,31,2
BRUKER,33,29,4
CANADA POST,32,28,4
BIO RAD LAB,32,31,1
GAMBLE TECHNOLOGIES,32,32,0
MICROSOFT CANADA,31,25,6
ADVANCED BUSINESS INTERIORS,31,31,0
SHARP ELECTRONICS,31,28,3
FAST FORWARD FRENCH,30,28,2
SI SYSTEMS,29,16,13
IRON MOUNTAIN CANADA,29,18,11
ROCHE DIAGNOSTICS,29,24,5
PRINTERS PLUS,28,23,5
SPI CONSULTANTS,27,20,7
LANGUAGE MARKETPLACE,27,22,5
GLOBAL UPHOLSTERY,27,25,2
COSETTE MEDIA,27,20,7
PITNEY BOWES,27,26,1
AIRCO AIRCRAFT CHARTERS,26,18,8
KONICA MINOLTA BUSINESS EQUIPMENT,26,25,1
IT NET CONSULTANTS,25,16,9
BIO RAD LABORATORIES CANADA,25,25,0
ESRI,25,23,2
BECKMAN COULTER CANADA,25,25,0
CHRYSLER CANADA,25,23,2
MILLIPORE CANADA,24,24,0
J HANSEN SON,24,24,0
SECURIT RECORDS MANAGEMENT,24,13,11
VWR CANLAB,23,22,1
CHEMINFO SERVICES,23,22,1
TERA,23,20,3
SIEMENS,23,20,3
BIO RAD LABORATORIES CDA,23,20,3
BERLITZ LANGUAGE CENTRE,23,20,3
OXFORD NANOPORE TECHNOLOGIES,23,23,0
VWR CANLAB DIVISION OF VWR SCIENTIFIC OF CANADA,22,22,0
INTER MEDICO,22,21,1
ARTEMP PERSONNEL SERVICES,22,19,3
UNIVERSITY OF OTTAWA,22,20,2
PERKINELMER HEALTH SCIENCES,22,19,3
NATTIQ,22,19,3
VWR,22,22,0
DELOITTE AND TOUCHE,22,19,3
UNIVERSITY OF BRITISH COLUMBIA,22,17,5
CANBIOPHARMA CONSULTING,21,20,1
DONNA CONA,21,15,6
OXOID COMPANY OF CANADA,21,21,0
STONHARD,21,16,5
CMG OFFICE INTERIORS,20,18,2
MANDEL SCIENTIFIC COMPANY,20,20,0
DELL COMPUTER,20,20,0
GENERAL ELECTRIC CANADA,20,19,1
STERICYCLE,20,17,3
GOLDER ASSOCIATES,20,19,1
ALLSET,20,14,6
NUH MAH KOOS PIMETEH,20,6,14
SPIRIT STAFFING,19,18,1
GILMORE REPRODUCTIONS,18,16,2
DIASORIN,18,18,0
NORTHWEL ENTERPRISES,18,16,2
CISTEL TECHNOLOGY,18,14,4
KROMAR PRINTING,18,18,0
KELLY SEARS CONSULTING GROUP,18,16,2
HENRY SCHEIN,18,17,1
NEWS CANADA,18,17,1
PRA,18,17,1
FMC PROFESSIONALS,18,15,3
SAS INSTITUTE,18,16,2
NALY MANAGEMENT CONSULTING,18,17,1
BIOMERIEUX CANADA,18,16,2
SPIRIT STAFFING CONSULTING,18,13,5
CONSULT INK,18,15,3
ADRM TECHNOLOGY CONSULTING,18,10,8
LEVITT SAFETY,18,16,2
GRAYBRIDGE INTERNATIONAL CONSULTING,18,14,4
INSIGHT SOFTWARE CANADA,17,17,0
TRADUCTIONS HOULE,17,15,2
TOX ECOLOGY ENVIRONMENTAL,17,13,4
GARTNER,17,17,0
VERSACOM,17,14,3
ARI FINANCIAL SERVICES T46163,17,15,2
IRON MOUNTAIN CANADA OPERATIONS,17,16,1
ECOLE DE LANGUES ABCE,17,16,1
IRON MOUNTAIN,17,15,2
KPMG,16,14,2
DELSYS RESEARCH GROUP,16,14,2
SHRED IT,16,14,2
GROUPE INTERSOL GROUP,16,14,2
TIREE,16,11,5
ORTHO CLINICAL DIAGNOSTICS,16,15,1
BD BIOSCIENCES CANADA,16,12,4
CONTRACT COMMUNITY,16,12,4
3852946 CANADA,16,14,2
BARBARA PERSONNEL,15,14,1
INDUSTRIAL ECONOMICS INCOPORATED,15,13,2
ACTION PERSONNEL OF OTTAWA HULL,15,13,2
ACKLANDS GRAINGER,15,15,0
ACCURATE DESIGN COMMUNICATION,15,15,0
NIVA,15,13,2
NISSAN CANADA,15,13,2
PERSONNEL FORCE,15,10,5
