vendor_normalized,sum_effective_value
C GIAMBERARDINO CONTRACTING,459706.60
TECHNOLOGY INTEGRATION GROUP,178726.90
OFFICEMAX GRAND TOY,153924.27
GENESIS INTEGRATION,137953.35
COLDFRONT LABS,128972.55
LURA CONSULTING,101948.60
TCI TRANSLATORS CONFERENCE INTERPRETERS,100000.00
LIMNO TECH,95102.00
AECOM,94000.00
TRADUCTIONS HOULE,75000.00
ENVIRONMENTAL CONSULTING AND TECHNOLOGY ECT,73160.00
HYPERACTIVE PRODUCTIONS,67755.93
CDW CANADA,57533.08
ST CROIX INTERNATIONAL WATERWAY COMMISSION,55280.00
NISHA TECHONOLOGIES,51111.88
BLUMETRIC ENVIRONMENTAL,49907.00
INTERSOL GROUP,47927.63
MICROSOFT CANADA,47005.15
NOLAN BARATONO,46732.85
BEV CLARK,46002.48
MATTHEW KRAFT,45200.00
ORLEANS CARPET,37025.69
PIERRE DE DEUS,36757.50
HEWLETT PACKARD,35776.71
ORACLEPOLL RESEARCH,34465.00
MAWANDONAN CONSULTING,29999.97
ESRI,29832.47
ROBERT HARRISON,29680.00
TERRA REPRODUCTIONS,27798.00
ORACLE CANADA,27651.20
BUROVISION OTTAWA,27217.00
WTVS DETROIT PUBLIC TELEVISION,25496.45
CONSERVATION ONTARIO,25000.00
BC2 GROUPE CONSEIL,24719.63
ALLISON VOGLESONG,24340.00
KIM GEOMATICS,24295.00
ST LAWRENCE RIVER INSTITURE,23850.00
IMAGE ADVANTAGE SOLUTIONS,23391.00
CLA PERSONNEL,22638.42
CISTEL TECHNOLOGY,21744.14
ECO STRATEGY,21000.00
ANTHONY MACAULEY ASSOCIATES,20387.52
AFFINITY PRODUCTIONS,20068.80
DAVID RUCK,20000.00
BELL CANADA,17123.06
9080236 CANADA,16950.00
LAKE OF THE WOODS WATER SUSTAINABLE FOUNDATION,16950.00
RHALLIDAY ASSOCIATES,16385.00
KNOWLEDGEWORKS ENTERPRISE CONTENT MANAGEMENT SOLUTIONS CANADA,15820.00
STRATOS,15288.90
YVONNE KLINTBORN,14633.50
WAYNE DYBVIG,14250.00
H2ADAPT,13237.83
ATKINSON SCHROETER DESIGN GROUP,12147.50
CABLING OTTAWA TELECOM SECURITY,10638.39
THE COMPUTER MEDIA GROUP,10528.76
DECISIVE TECHNOLOGIES,9009.49
DANIEL HENSTRA,7750.00
ELAINE BARROW,6568.75
MODERN NIAGARA OTTAWA,3891.67
