vendor_normalized,sum_effective_value
CANADIAN BANK NOTE COMPANY,305788531.57
CANADIAN CORPS OF COMMISSIONAIRES,19907517.08
GLOBAL ENTREPRISE TECHNOLOGIES,12222361.27
CALIAN,7966756.24
EXCEL HUMAN RESOURCES,6367292.84
HEWLETT PACKARD,4741874.91
XEROX,2994812.16
SAS INSTITUTE,2682193.70
BDO CANADA,1915552.44
IBM CANADA,1709537.24
SYBASE CANADA,1468187.46
SAP,1451927.30
MAPLESOFT CONSULTING,1375321.69
IBISKA TELECOM,1260739.06
BRINKS CANADA,1216939.50
PRINTERS PLUS,943210.31
GARTNER,912150.93
AGILYSYS,908777.33
SYSTEMATIX SOLUTIONS,902710.14
COFOMO,872542.13
THE DATA GROUP OF COMPANIES,828123.84
NOVELL CANADA,793079.56
CDW CANADA,791998.19
DATA GROUP,666855.00
COMPUTER MEDIA GROUP,590803.42
Q MATIC CANADA,585604.30
INTERSOL GROUP,575662.50
TEKNION,570176.39
ADRM TECHNOLOGY CONSULTING,569096.72
CSI CONSULTING,565015.19
BRINKS CANADA LLIMITED,561862.84
TRM TECHNOLOGIES,560710.51
PHOENIX STRATEGIC PERSPECTIVES,552675.96
CYGNOS IT SECURITY,551381.25
CACHE COMPUTER CONSULTING,509236.94
3M CANADA COMPANY,496201.48
BRINKS,485423.25
PHOENIX STRATEGIC PERPECTIVES,463112.23
ADIRONDACK TECHNOLOGIES,448778.05
SOFTWARE HOUSE INTERNATIONAL,437689.22
ORACLE CANADA,404186.81
CISTEL TECHNOLOGY,366972.90
BRAINSII CANADA,364952.65
ONX ENTERPRISE SOLUTIONS,361843.25
DWP SOLUTIONS,360701.59
MICROSOFT CANADA,355603.51
AMTEK ENGINEERING,353439.45
DALIAN ENTERPRISES,352138.21
TAG HR IT THE ASSOCIATES GROUP,348629.94
ECOLE DE LANGUES CREUSOT,325718.84
PHOENIC STRATEGIC PERSPECTIVES,320670.00
NATTIQ,319530.74
AFSC,311876.20
DELTA PARTNERS,299250.00
MODIS CANADA,260400.00
TDV GLOBAL,260079.13
INSA,257442.60
SHI CANADA,230849.91
EXCELLENCE RHR CONSULTATION,225393.00
CBCI TELECOM,222138.21
NALY MANAGEMENT CONSULTING,216825.00
ASOKAN BUSINESS INTERIORS,216233.63
LOWE MARTIN,215003.02
SHRED IT,214475.67
CORADIX TECHNOLOGY CONSULTING,208677.00
THE RETIREMENT PLANNING INSTITUTE,207952.50
BELL CANADA,207000.00
ERNST YOUNG,204023.40
MTS ALLSTREAM,201527.74
LOWE MARTIN COMPANY,199410.00
NORTHERN MICRO,193333.17
GILMORE PRINTING SERVICES,193260.08
ALTIS HUMAN RESOURCES,192937.00
B D M K CONSULTANTS,191433.38
ISE,179453.35
THE PRINTING CENTRE,171832.96
DASCO DATA PRODUCTS,171335.45
MAXSYS,169350.87
QUANTUM MANAGEMENT SERVICES,166761.90
3755479 CANADA,161074.11
ID3 IDEES AU CUBE,152978.08
KPMG,149744.34
PLACE MONTCALM PHASE III,149400.76
MINDWIRE SYSTEMS,148030.32
ADVANCED CHIPPEWA TECHNOLOGIES,141555.75
Q MATIC,138458.64
THE STRATEGIC REVIEW GROUP,125370.00
