vendor_normalized,sum_effective_value
BGIS,7718305009.81
PCL CONSTRUCTORS,1409118934.09
ELLISDON,888156517.43
HEWLETT PACKARD,803592648.19
BROOKFIELD ASSET MANAGEMENT,679634585.68
GLAXOSMITHKLINE,485739975.91
BELL CANADA,483184842.82
ACCENTURE,399980718.00
COMPUTERSHARE INVESTOR SERVICES,398252937.79
POMERLEAU,395271060.05
MTS ALLSTREAM,326346544.76
SANOFI PASTEUR,305680822.51
TELUS CANADA,290325186.79
WSP,273580898.51
COLLIERS PROJECT LEADERS,226885367.57
IBM CANADA,222551548.97
HOGG ROBINSON CANADA,210902002.00
CANADIAN CORPS OF COMMISSIONAIRES,202084159.12
SAP,160867649.75
ORACLE CANADA,151863207.01
STANTEC,146426598.71
ROGERS,144630607.48
GRAHAM CONSTRUCTION,137910811.42
NORTH COUNTRY MAINTENANCE,124904652.69
MAPLE REINDERS CONSTRUCTORS,120668599.44
PARSONS CANADA,119505381.69
CHASE PAYMENTECH SOLUTIONS,119100000.00
TERVITA,117340487.19
CGI,117224301.66
SNC LAVALIN,107828738.69
DEXTER CONSTRUCTION,106718575.39
MERCK FROSST,104361992.38
AECOM,102416651.32
SCANSA CONSTRUCTION,99369544.55
ARCHITECTURE EVOQ,96358092.02
IBISKA TELECOM,93608864.95
MONERIS SOLUTIONS,92578825.50
NAHANNI CONSTRUCTION,92102629.86
TEKNION,88150351.62
MAPLESOFT CONSULTING,81991850.34
SASKATCHEWAN TELECOM,81002250.00
PRICEWATERHOUSE COOPERS,80160218.83
RICHER COMMERCIAL HEATING,78142514.43
MNQM CONTRACTING,77975839.05
M SULLIVAN SON,77775611.71
NORR,76756311.84
SI SYSTEMS,76748791.66
CANADIAN LEASEBACK,75970798.00
RJG CONSTRUCTION,74510839.58
CONSTRUCTION CYBCO,72499830.72
ENGLOBE,72244130.92
NOVARTIS,68509500.00
SQUAMISH INDIAN BAND,68149117.97
SYSTEMATIX SOLUTIONS,67248337.52
GREEN TIMBERS PARTNERSHIP,66128419.92
TLICHO ENGINEERING,64788341.15
DRAGAGE OCAAN DSM,63309442.89
MAXIM 2000,62879834.01
MILESTONE ENVIRONMENTAL,62326711.68
E D BRUNET ET ASSOCIES CANADA,62271544.19
KUDLIK CONSTRUCTION,61883891.22
NUNA LOGISTICS,61374763.00
CHANDOS CONSTRUCTION,61065543.75
MCNALLY CONSTRUCTION,60593502.95
AVONDALE CONSTRUCTION,60001398.95
BERVIN CONSTRUCTION,59844500.52
JONELJIM CONCRETE CONSTRUCTION,56787004.28
HAMEL CONSTRUCTION,56770777.83
VERITAAQ TECHNOLOGY HOUSE,55572001.90
TALIGENT CONSULTING,54563446.81
GOLDER ASSOCIATES,54397581.36
EBC,53841036.81
BIRD CONSTRUCTION COMPANY,53637417.75
LIONBRIDGE,52257514.12
SLR CONSULTING CANADA,52067949.76
VANCOUVER SHIPYARDS,51870505.48
FRASER RIVER PILEDREDGE GP INCO,51647850.40
TELESAT,51205027.76
OTIS ELEVATOR,50743721.84
JW LINDSAY ENTERPRISES,49786062.85
WHITE BEAR INDUSTRIES,48726976.47
PETERS CONSTRUCTION,47023820.62
ADGA GROUP,47001128.47
WILD STONE ENGINEERING,46009224.82
851791 NWT,45692076.85
COBALT CONSTRUCTION,45411227.04
BLACK MCDONALD,45081453.82
BDO CANADA,44180884.18
E GRUBENS TRANSPORT,43855636.19
BOLESS,41932846.59
QUINAN CONSTRUCTION,41745214.79
SANEXEN SERVICES,41503083.22
LES CONSTRUCTIONS BINET,40432222.21
QUAD PRO CONSTRUCTION,38406941.23
UPA CONSTRUCTION GROUP,37958109.41
BANCTEC CANADA,37901558.26
DFS,37849590.17
TEMPEST 240 SPARKS,37782993.56
NORTHERN MICRO,37061909.09
LOUIS W BRAY CONSTRUCTION,36732652.08
PAVEX,36531655.06
J 1 CONTRACTING,36526534.26
J T VAN ZUTPHEN CONSTRUCTION,36350057.19
NORTH AMERICA CONSTRUCTION 1993 L,36306594.83
SANI SABLE LB,36067126.19
ATWILL MORIN ONTARIO,35818767.96
AG CLARK HOLDINGS AND,34711816.43
AMEX BANK OF CANADA,34129694.70
BONDFIELD CONSTRUCTION COMPANY,33101278.40
CONSTRUCTION SOCAM,32684759.11
IFATHOM,32277244.12
TRIDENT CONSTRUCTION,31743822.66
LAPRAIRIE WORKS,31653885.36
MODIS CANADA,31499759.58
555 CARRIERE HOLDINGS,31008029.93
SMITH CARTER ARCHITECTS AND,30748430.38
TIREE,30296430.51
BELVEDERE PLACE DEVELOPMENT,28863268.00
OPENTEXT,27694741.68
B R ENTERPRISES,27691850.52
COMPUCOM CANADA,27564316.90
EXCEL HUMAN RESOURCES,27556117.50
THYSSENKRUPP ELEVATOR,27552774.70
MACONNERIE DYNAMIQUE,27450759.85
CELEB CONSTRUCTION,27407193.96
THE STATE GROUP,27339554.26
ASBEX,27280464.32
METRIC CONTRACTING SERVICES,26960225.90
GRAEBECK CONSTRUCTION,26876799.04
TERAMACH TECHNOLOGIES,26525612.47
PLANO CONSTRUCTION,26459453.47
SIERRA SYSTEMS GROUP,26341670.99
FILLMORE CONSTRUCTION,26147298.68
HURST CONSTRUCTION MANAGEMENT,26067298.30
NORTHERN CONTRACTING,26034534.53
DOWLAND CONTRACTING,25745378.42
TURNER TOWNSEND CM2R,25733949.47
KINETIC CONSTRUCTION,25636421.00
DILLON CONSULTING,25399157.50
GENIVAR,25233150.71
TRI CITY CANADA,25066069.41
NUNA EAST,25053144.55
SANAQATIIT CONSTRUCTIN,24947076.36
AJILON,24795086.71
CONSTRUCTION DLT,24753723.64
AMERESCO CANADA,24169875.40
FUNDY CONTRACTORS,23814918.65
KETZA PACIFIC CONSTRUCTION 1993 L,23621567.81
WS MORGAN CONSTRUCTION,23397104.46
IT NET CONSULTANTS,23329458.10
BUTTCON EAST,23229272.53
SUTHERLAND EXCAVATING,23113951.02
IWC EXCAVATION,23092134.47
TECHNOLOGIES INTERACTIVES,23076363.64
THE GLOBE AND MAIL,23035627.12
AMEC FOSTER WHEELER AMERICAS,22954879.03
ALVA CONSTRUCTION,22921650.26
KNOLL NORTH AMERICA,22818534.05
LESLIE BENN CONTRACTING,22788247.18
LARK PROJECTS,22715128.83
GLOBAL UPHOLSTERY,22620456.59
LE CORPS CANADIEN DES,22605608.81
MCDONALD BROS CONSTRUCTION,22541497.77
ABI ADVANCED BUSINESS INTERIORS,22471799.01
HEMMERA ENVIROCHEM,22374409.79
GAUDETTES TRANSIT MIX,22120244.17
CON PRO INDUSTRIES CANADA,21884995.58
ASOKAN BUSINESS INTERIORS,21702372.56
ROXBORO EXCAVATION,21690577.69
VARCON CONSTRUCTION,21644212.35
L BREAU AND SONS,21632568.45
R O M CONTRACTORS,21601774.81
CARLETON UNIVERSITY SCHOOL OF,21510395.48
KONTZAMANIS GRAUMANN SMITH,20812867.48
RICOH,20780617.77
BORDEN LADNER GERVAIS IN TRUST,20677956.66
CONSTRUCTION DEMATHIEU BARD,20523974.18
NORTHEAST TREE TRIMMING,20469757.10
DIAMOND AND SCHMITT ARCHITECTS,20379346.04
NADINE INTERNATIONAL,20307415.30
CHAPMAN BROTHERS CONST,20277072.65
152610 CANADA,20215289.45
MAPLE ENGINEERING,20181279.95
ST GELAIS MONTMINY ASSOCIAS,20179682.16
ARCHITECTURE49,20172132.62
SENES CONSULTANTS,20171868.70
GRAHAM DESIGN BUILDERS,20127766.92
LES ENTREPRISES P E C,20079742.99
PS SIDHU TRUCKING,20022092.99
ALTIS HUMAN RESOURCES,19959042.41
EMCON SERVICES,19947289.06
ARCADIS CANADA,19749683.45
AIM WASTE MANAGEMENT,19698614.72
CBCL,19577821.82
BANK OF AMERICA NATIONAL,19515202.54
WILDSTONE CONSTRUCTION,19482755.10
SIEMENS,19163696.27
JEFFREY G WALLANS CONSTRUCTION,19065255.63
LES INSTALLATIONS ELECTRIQUES,19049019.65
WRIGHT CONSTRUCTION WESTERN,19002689.58
