vendor_normalized,sum_effective_value
ZYCOM,292357.82
QMR,200032.60
EXCEL HUMAN RESOURCES,119782.68
TAG HR THE ASSOCIATES GROUP,85178.48
A NET SOLUTIONS,76911.00
MICROSOFT CANADA,72015.93
ANET SOLUTIONS,68647.50
ITEX,50745.32
CORADIX TECHNOLOGY CONSULTING,48590.00
CONTRACT COMMUNITY,46669.00
RYAN SMITH DESIGN ASSOCIATES,46426.05
IMATICS,39726.56
EVISION INV SOFTSIM TECHNOLOGIES IN JOINT VENTURE,37762.39
GARTNER,36547.94
VMWARE,27688.20
MAXSYS STAFFING AND CONSULTING,24998.97
HUMANSCALE CANADA,24965.38
NORTHERN MICRO,24754.82
GROUPE INTERSOL GROUP,22374.00
ADVANCED BUSINESS INTERIORS,22315.24
NEXT TECHNOLOGY SYSTEMS,22216.74
JIM PATTISON INDUSTRIES,21541.09
FRANKLINCOVEY CANADA,21239.51
GOLDBLATT PARTNERS,20000.00
RYAN SMITH CREATIVE,19852.32
CONWAY BAXTER WILSON,19436.00
TEKNION,18433.63
LUMINA IT,17401.67
PROACTIVE SECURITY,17232.50
CANADIAN CORPS OF COMMISSIONAIRES,15211.71
NELLIGAN OBRIEN PAYNNE,15000.00
NELLIGAN OBRIEN PAYNE,15000.00
DR ERIC LACOSTE,15000.00
WORKSPACE INTERIORS,14704.69
SOFTCHOICE,14334.33
CANON,12846.22
ACCES 2 NETWORKS,8475.00
CSDC SYSTEMS,6573.21
BRITESKY,5650.00
LEXISNEXIS,5044.32
TYCO,4136.06
ONLINE AUTHORITY,2090.50
SHRED IT,1996.45
DARTEC,1884.84
MY SIGNALCA,1814.33
FULLVIEW DESIGN,1724.72
LARMEX,1325.49
CEASE BAILIFF SEVICES,220.35
