vendor_normalized,sum_effective_value
FASKEN MARTINEAU DUMOULIN,401970.00
ALTRUISTIC INFORMATICS CONSULTING,267822.00
DECISIVE TECHNOLOGIES,192576.86
RGN MANAGEMENT,188697.60
TELECOM COMPUTER SERVICES,181462.90
WORKDYNAMICS TECHNOLOGIES,172267.62
CANADIAN CORPS OF COMMISSIONAIRES,171460.38
QUINTET CONSULTING,158619.76
JOHN DICKSON PROFESSIONAL,157576.75
GOLDBLATT PARTNERS,145431.00
EXCEL HUMAN RESOURCES,136738.97
NISHA TECHONOLOGIES,131944.25
RICHARD W GROUNDS,124838.75
PURELOGIC,124376.17
TWIN BIRCH CONSULTING,118787.50
HK COMMUNICATIONS,113000.00
JANIQUE SIMARD OUELLETTE,111765.60
IDS SYSTEMS,109595.50
LUMINA IT,101406.20
ANNE MARIE KOKINSKI CORNEAU,97462.50
CDW CANADA,86817.90
RICHARD GROUNDS,83631.25
MOUDAN BAHDON,73956.20
REBECCA MCKAY,73956.20
WESLEY WARK,73224.00
OTTAWA BUSINESS INTERIORS,56505.15
THOMSON CANADA,56369.48
COPEM CONSULTING,53228.10
UNIVERSITY OF OTTAWA,49672.29
ARTEMP PERSONNEL SERVICES,44532.74
ACCESSPOINT INFORMATION SERVICES,43830.00
EBSCO CANADA,40703.39
QSR INTERNATIONAL,36007.36
PRAGMATIC CONFERENCING,33777.45
SYNERGY DATA CENTRES,33325.09
CEDAR AND SAGE LAW,25000.00
INTERNATIONAL REPORTING,24998.99
KIEDROWSKI AND ASSOCIATES,24991.65
SIMON WALL,24800.00
JANIQUE SIMARD OUELETTE,24789.38
GORDON LEFEBVRE,24687.50
JENNIFER NEIL,24366.20
LESLIE REYNOLDS,24366.20
MICHAEL WU,24315.20
KELLY SEARS CONSULTING GROUP,24238.50
FACE VALUE COMMUNICATIONS,24118.72
CHRISTIAN LEUPRECHT,24000.00
THORNLEY FALLIS,23730.00
ACCESS 2 NETWORKS,22487.00
CHARITY KAVUMA,21960.50
TAYSHAM SHAW,21960.50
CISTEL TECHNOLOGY,21960.50
CSDC SYSTEMS,21910.70
GLENCASTLE SECURITY,19662.00
IDS SYSTEMS CONSULTANTS,19112.06
CANADA COUNCIL FOR THE ARTS,18761.77
PRAGMATIC,17831.40
IBM CANADA,15981.03
FLEMING COMMUNICATIONS,12102.30
ROSETTA STONE,11820.79
ECOLE DE LANGUES LA CITE,11807.35
ACCURATE DESIGN COMMUNICATION,11654.82
INTEGRATIVE MEDIATION SERVICES,10825.00
VMWARE,10599.14
VEEAM SOFTWARE,5783.21
