vendor_normalized,sum_effective_value
NEAL SUSAN,183500.00
SUSAN NEAL,145000.00
KPMG,118452.90
LUCIDWORKS,101767.38
PTC RECRUITING,96330.24
DAVID APLIN ASSOCIATES,95969.77
BIAPRO INFORMATION SOLUTIONS,79320.48
ROBERT HALF TECHNOLOGY,50913.28
ONX ENTERPRISE SOLUTIONS,49292.41
ELBY PROFESSIONAL RECRUITMENT,45114.71
THE WOHL GROUP,39998.16
PSYCH HEALTH AND SAFETY CONSULTING,39400.00
SECURICORE,32913.83
IBM CANADA,32047.18
EVRON COMPUTER SYSTEMS,30416.38
LES SERVICES SIPD,28801.58
LINKEDIN IRELAND UNLIMITED COMPANY,24500.00
SCALAR DECISION,24499.53
BINATECH SYSTEMS SOLUTIONS,24408.00
ELLENTON JENNIFER,24000.00
TANKATEK,21941.78
INFO TECH RESEARCH GROUP,20905.00
TALLAR CHOULJIAN,20000.00
JANELLE MINOCHER,18000.00
PYSCH HEALTH SAFETY CONSULTING,15750.00
NATIONAL SPEAKERS BUREAU,13752.50
NORTHERN MICRO,12470.09
VITRIUM SYSTEMS,11752.00
FINE LINE SIGNS,10944.05
THE LAVIN AGENCY,10841.26
BINATECH SYSTEM SOLUTIONS,9831.00
CANON,9566.70
2WA CONSULTING,8475.00
GOLDEN MILE MANAGEMENT CONSULTING SERVICES,6430.56
ROSS MCBRIDE,5650.00
DRAKE INTERNATIONAL,5113.25
AITCHISON LISA,1500.00
