vendor_normalized,sum_effective_value
PUBLIC WORKS AND GOVERNMENT SERVICES CANADA,1034415.97
SOFTCHOICE,669241.53
QMR,236531.91
NISHA TECHONOLOGIES,173973.40
PRIVACY COUNCIL OFFICE,148082.00
PUBLIC SERVICES AND PROCUREMENT CANADA,125686.50
PWGS TRANSLATION,100000.00
SHARED SERVICES CANADA,90878.97
PRIMA INFORMATION SOLUTIONS,77273.00
NOEL C KEELEY REPORTING SERVICES,75000.00
ADGA GROUP,71133.33
ASAP REPORTING SERVICES,60000.00
ITEX,49195.72
AVI SPL CANADA,43565.39
SSC NORTHERN MICRO,42627.12
EXECUTIVE CABS,41720.00
ADAMS COMPANY COMMUNICATIONS,41386.05
SHARED HUMAN RESOURCES SERVICES PUBLIC SERVICES AND PROCUREMENT CANADA,40000.00
SECURITEX CONSULTING,27120.00
COMMUNICATIONS SECURITY ESTABLISHMENT,27044.00
DSB SECURITY CONSULTING,25000.00
JANE STRONG,24750.00
GOLDBLATT PARTNERS,22000.00
MAPLEWORLD TRANSALTION,22000.00
DANY LAPOINTE,22000.00
MICROSOFT CANADA,18957.02
SSC LAURIER COMPUTERS,18150.00
SHARED SERVICE CANADA,17540.55
PLAN GROUP,16511.00
CSDC,15618.72
DIANE BROUSSEAU,12500.00
MY GCHR PUBLIC SERVICES OF PROCUREMENT CANADA,12000.00
CARON PROFESSIONAL LINGUISTIC,11652.50
DELL COMPUTER,11529.00
TAXITAB,11500.00
UNITE CONSULTING INSTALLATION GROUP,11415.00
TOTEM OFFISOURCE,10760.26
SHARED SERVICES INTEGRATION PUBLIC SERVICES AND PROCUREMENT CANADA,10200.00
