vendor_normalized,sum_effective_value
BELL CANADA,3263146.64
PUBLIC WORKS AND GOVERNMENT,3020507.87
ALTIS HUMAN RESOURCES,1561058.22
MASHA KRUPP TRANSLATION GROUP,1353110.96
NAVIGANT CONSULTING,1147033.00
KEITH BAGG STAFFING RESOURCES,1124446.85
GOSS GILROY,727551.00
DELOITTE AND TOUCHE,692825.91
QMR,549670.50
BAGG TECHNOLOGY RESOURCES,476944.96
STEELCASE CANADA,476521.13
ERNST YOUNG,405302.87
POI BUSINESS INTERIORS,398935.11
NORTHERN MICRO,373923.71
GLOBAL ADVANTAGE CONSULTING GROUP,363296.00
FERENCE WEICKER COMPANY,349650.00
ACOLE DE LANGUES LA CITA,323246.00
ECOLE DE LANGUES LA CITE,283050.87
SAMSON ASSOCIES,278163.06
LANGUAGE STUDIO THE,248573.48
CANADIAN CORPS OF COMMISSIONAIRES,225842.16
INFO TECH RESEARCH GROUP,220655.10
FERENCE COMPANY CONSULTING,200575.00
POSTMEDIA NETWORK,195789.08
SOFTCHOICE,193181.19
CANON,186054.19
TELECOM COMPUTER SERVICES,176980.29
TOYOTA CANADA,169756.31
HICKLING ARTHURS LOW,169579.40
GARTNER,158669.92
DYNAMIC PERSONNEL CONSULTANTS,153874.75
FORD MOTOR COMPANY,148185.16
CONFERENCE BOARD OF CANADA THE,130450.00
EQUIFAX CANADA,129800.32
SAMSON ASSOCIATES CONSULTING,121697.05
WESTBAY RESEARCH,116418.00
SYLVIE MERCIER,110285.00
WCM CONSULTING,107237.00
THE AIM GROUP,106294.80
ERNEST STOKES TOM MCCORMACK,104995.00
TAG HR THE ASSOCIATES GROUP,103990.69
COPEM CONSULTING,90009.59
ARTEMP PERSONNEL SERVICES,89046.75
NISHA TECHONOLOGIES,88856.87
IMPACT GROUP THE,88140.00
QUINTET CONSULTING,86106.00
FMC PROFESSIONALS,84663.18
RR INTERNATIONAL TRANSLATION,84342.30
PAUL A BARNETT ASSOCIATES,83469.54
TOTEM OFFISOURCE,80250.68
EVISION SOFTSIM TECHNOLOGIES,79440.06
SCIENCE METRIX,78015.41
ENDLESS FILMS,75789.67
LUX RESEARCH,75174.00
LUMINA IT,74157.00
RED TREE PRODUCTIONS,73365.25
SERVICES LINGUISTIQUES MORIN,72629.25
EDGAR,72453.20
AILEEN MURRAY,72038.00
EPIXUS,71755.00
CANADIAN PRESS ENTERPRISES,71705.88
FROST SULLIVAN,68602.00
INTERNATIONAL DATA,66670.00
EXCEL HUMAN RESOURCES,66244.38
TEKNION,64143.15
MANPOWER SERVICES CANADA,63090.00
HR ASSOCIATES,60613.20
ECOLE DE LANGUES ABCE,59298.50
NGL NORDICITY GROUP,56471.75
AILEEN C MURRAY,56274.00
ADECCO SERVICES DE RESOURCES,54872.00
IAN MARTIN,53572.00
CDW CANADA,52125.00
SYSTEMSCOPE,51550.04
TAG HR,51415.00
MEDIA Q,50714.40
6139728 CANADA,49946.00
SHRED IT,49332.00
CANWEST INTERACTIVE,45426.00
SLOFAC,43858.13
ACTIVO,43799.96
NATIONS TRANSLATION GROUP,43375.71
FRISCHKORN AUDIO VISUAL,42916.94
ENTERPRISE RENT A CAR CANADA COMPAN,41931.70
HACKETT CONSULTING,41684.40
J A CREATIVE SERVICES,41126.00
AUGUSTE SOLUTIONS ASSOCIATES,39100.00
AERIC,37500.00
ACCURATE DESIGN COMMUNICATION,37359.50
GRAYBRIDGE INTERNATIONAL CONSULTING,35174.60
EVENT SOURCE,33900.00
WILLIAM M BIGGS,31866.00
OPENTEXT,31640.00
ENTERPRISE RENT A CAR CANADA COMPANY,31527.00
GLOBAL UPHOLSTERY COMPANY,30658.46
2946271 CANADA,29324.00
ALLANTE AIRPORT LIMOUSINE,29072.64
GLOBAL UPHOLSTERY,28586.03
MARC ANDRA CHARLEBOIS,26000.00
GLOBE AWARDS PROMOTIONS,25922.20
CORPORATE TELECOM SERVICES,25413.70
XEROX,25302.76
HART ASSOCIATES MANAGEMENT,25000.00
FUNDING PORTAL THE,24995.00
TARA VINODRAI,24973.00
RONALD BISSON AND ASSOCIATES,24860.00
DEEP CENTRE,24860.00
GCSTRATEGIES,24860.00
CANADIAN MANUFACTURERS AND EXPORTS,24719.00
CANADIAN MANUFACTURERS AND,24718.75
HONEY DESIGN MARKETING,24536.00
HUMANSCALE CANADA,24230.97
TIMOTHY R FRASER,23787.00
PERFORMANCE MANAGEMENT NETWORK,23730.00
KNOWLEDGE CIRCLE LEARNING SERVICES,22661.33
KOMUTEL,22609.41
MARTNALL HOLDINGS,22600.00
JPOM,22600.00
MARKETWIRE,22419.12
ADECCO EMPLOYMENT SERVICES,22186.26
DRAKE INTERNATIONAL,22041.21
NOVEXCO,21949.40
INFOLASER CANADA,21899.35
THOMSON REUTERS CANADA,21546.84
BULLDOG FIRE SECURITY,21296.00
APPLIED ELECTONICS,20912.85
MEGALEXIS COMMUNICATIONS,19999.87
SPACESAVER MOBILE STORAGE SYSTEMS,19464.25
148514 CANADA,18933.15
ADVANCED BUSINESS INTERIORS,18378.84
ONTARIO AEROSPACE COUNCIL,18304.17
ABI ADVANCED BUSINESS INTERIORS,17819.54
MIKMAQ OFFICE FURNITURE INTERIOR,17630.26
COLIN LINDSAY DEVELOPMENT,17450.00
DELL COMPUTER,17021.00
FELDMAN DAXON PARTNERS,16950.00
SIMPLEX GRINNELL,16930.79
RESOLUTIONS CONSULTING,16724.00
KELLY SERVICES CANADA,16542.00
ASOKAN BUSINESS INTERIORS,16419.51
MARY HELEN KAIZER,15679.00
SG CUNNINGHAM KITCHENER,15286.00
ALLSEATING,15142.00
BRC BUSINESS ENTERPRISES,14079.65
ACT ONE INTERNATIONAL,14000.70
ENSEIGNES PATTISON SIGN GROUP,13905.36
MACKINNON CHARLTON,13717.50
SAGE DATA SOLUTIONS,13586.22
FERRABEE INTERNATIONAL,13560.00
CEGEP MARIE VICTORIN,13354.06
TELETREND TECHNOLOGIES,13278.00
IRENE MEEK,13023.46
ACOLE DE LANGUES ABCE,13000.00
MARTIN LABELLE,12960.00
COLLINS ENGINEERING GROUP,12845.00
MAXSYS STAFFING CONSULTING,12699.00
UNIVERSITE DU QUEBEC A MONTREAL,12600.00
LONDON LIFE INSURANCE COMPANY,12553.00
BRENDA BARKER SCOTT CONSULTING,12500.00
AFFINITY VIDEO PRODUCTIONS,12430.00
LYRECO CANADA,12327.16
MARS DISCOVERY DISTRICT,12220.95
PILOT HILL,12034.50
REALEX GALLERIA,11969.00
CARAHSOFT TECHNOLOGY,11936.80
1143048 ONTARIO,11927.72
CRAIG DOWDEN ASSOCIATES,11865.00
EXP SERVICES,11752.00
JA CREATIVE SERVICES,11607.00
GLENCASTLE SECURITY,11594.00
CANADIAN PRESS THE,11458.20
EUROMONITOR INTERNATIONAL,11387.99
CONGRUENCE COACH,11381.50
RECORDXPRESS,11300.00
MIGHTON ENGINEERING,11235.00
HAWORTH,10616.37
HYPERTEC,10588.50
KUMPFORT ZONE WAREHOUSING,10327.00
CAISSEN WATER TECHNOLOGIES,10188.31
IRON MOUNTAIN CANADA,10184.00
INSTITUTE FOR CITIZEN CENTRED,10170.00
MEDIACO THE PRESENTATION COMPANY,10170.00
CISION CANADA,9866.85
SAMSON ASSOCIATES CPA CONSULTING,9463.75
ROYAL MOVING STORAGE OTTAWA,9040.00
LANGUAGE RESEARCH DEVELOPMENT,9000.00
CROWE,7997.27
INNOVATION CENTRE AT BAYVIEW YARDS,7897.49
EX PERTISE MANAGEMENT ADVICE,7796.50
HEFFNER MOTORS,7044.50
KAMALAONS CIE SOLUTIONS DESIGN,7021.50
TOSI PLACEMENT SERVICES,5973.00
MARKETWIRE CANADA,4945.16
BENDER MAINTENANCE REPAIRS,4678.20
ANET SOLUTIONS,1850.94
HEARTZAP SERVICES,1530.02
