vendor_normalized,sum_effective_value
CISTEL TECHNOLOGY,4359559.66
49 SOLUTIONS,2630039.16
MAPLESOFT CONSULTING,2029484.36
NATIONS TRANSLATION GROUP GROUPE DE TRADUCTION DES NATIONS,1629740.02
THE MASHA KRUPP TRANSLATION GROUP,983643.17
LEXUM INFORMATIQUE JURIDIQUE,966231.69
TEKNION,816406.42
CGI,702683.09
THE RIGHT DOOR CONSULTING SOLUTIONS,655298.30
MICROSOFT CANADA,566419.91
GARTNER,564411.02
QMR,479473.13
TERAMACH TECHNOLOGIES,463006.88
NORTHERN MICRO,446852.21
TOSHIBA OF CANADA,407264.97
ADIRONDACK INFORMATION MANAGEMENT AMITA ARTEMP PERSONNEL SERVICES THE AIM GROUP IN JOINT VENTURE,356769.25
ADIRONDACK INFORMATION MANAGEMENT AMITA ARTEMP PERSONNEL SERVICES THE AIM GROUP IN JOINT VENTURE O A ADIRONDACK INFORMATION MANAGEMENT,348237.41
ABI ADVANCED BUSINESS INTERIORS,330089.71
ASAP REPORTING SERVICES,322639.79
BDO CANADA,312275.50
LEXISNEXIS CANADA,305440.95
RANDSTAD,300342.70
WESTBURY NATIONAL SHOW SYSTEMS,300215.77
XEROX,272800.15
SIMPLEX GRINNELL,256454.06
CONEXSYS,253670.24
SOFTCHOICE,248344.62
CANADIAN INSTITUTE FOR THE ADMINISTRATION OF JUSTICE INSTITUT CANADIEN DADMINISTRATION DE LA JUSTICE,237907.29
BESC OTTAWA,235270.82
ITEX,225055.46
IPSS,189973.73
SOCIETE GAMMA,188642.20
NISHA TECHONOLOGIES,179099.31
APPLIED ELECTONICS,160318.97
ZOHO,157999.74
THOMSON REUTERS CANADA,153705.43
IBM CANADA,152032.83
STENO TRAN SERVICES,138368.00
UPSTREAM BUSINESS SOLUTIONS,136467.29
ASOKAN BUSINESS INTERIORS,132722.32
ADIRONDACK INFORMATION MANGEMENT INV AMITA ARTEMP PERSONNEL SERVICES THE AIM GROUP IN JOINT VENTURE,129102.50
VMWARE,124569.76
PHL MONARCH CONNECTION,113904.00
TPG TECHNOLOGY CONSULTANTS,103253.75
LIONBRIDGE,99999.00
INFO TECH RESEARCH GROUP,97519.00
INTELIVOTE SYSTEMS,96076.84
DYNAMIC PERSONNEL CONSULTANTS,95516.64
COFOMO,89310.68
MDOS CONSULTING,88982.56
RAYMOND CHABOT GRANT THORNTON CIE,88246.22
CANADIAN INSTITUTE FOR THE ADMINISTRATION OF JUSTICE,87658.19
AVI SPL CANADA,87473.16
SYSTEMSCOPE,85880.00
PLEIAD CANADA,85871.85
BILINGUA INTERPRETATION,84782.57
