vendor_normalized,sum_effective_value
IBM CANADA,4835123.58
SKILLSOFT CANADA,3919445.33
APPLIED ELECTONICS,1658703.16
NORTHERN MICRO,1627379.40
NISHA TECHONOLOGIES,1466564.94
SHARP ELECTRONICS,1293157.06
EXCEL HUMAN RESOURCES,1270053.64
TOTEM OFFISOURCE,1050095.03
SOLOTECH,999353.19
INSIGHTS LEARNING AND DEVELOPMENT,949413.21
TELUS CANADA,868998.80
SI SYSTEMS,845443.40
INSIGHTS LEARNING DEVELOPMENT,815616.30
SABA,754736.46
ADRM TECHNOLOGY CONSULTING,736159.97
SAMSON ASSOCIATES CPA CONSULTING,733927.28
TURTLE ISLAND STAFFING,660761.25
GENESIS INTEGRATION,643940.56
TAG HR,642729.40
4165047 CANADA,595957.32
MAPLESOFT CONSULTING,550419.40
DOCUMENTS MAJEMTA,546107.09
THE RETIREMENT PLANNING INSTITUTE,504871.17
PRODUCTIONS STONEHAVEN,502000.00
UNIVERSITAC DE SAINT BONIFACE,500030.00
SAMSON ASSOCIATES,471761.42
GOSS GILROY,459657.14
XEROX,458860.96
THOMAS SCHMIDT,458083.17
ADVANCED CHIPPEWA TECHNOLOGIES,417057.15
GARTNER,396324.09
ADVANCED BUSINESS INTERIORS,362968.31
DURIVAGE MANAGEMENT SOLUTIONS,338575.89
TRM TECHNOLOGIES,329071.89
ALTIS HUMAN RESOURCES,322311.99
QMR,316604.05
CANADIAN CORPS OF COMMISSIONAIRES,313310.17
JJ COMMUNICATIONS,309252.97
INTEGRATED AUDIO VISUAL,294157.60
MC PLANNING,288324.55
ACOLE DE LANGUES LA CITAC,281593.00
VERSATIL BPI,279191.71
MAX DIGITAL BROADCASTING,276369.75
SPECTRA INTERACTIVE LEARNING,275759.55
FRISCHKORN ASSOCIATES,271999.51
EBSCO CANADA,266005.63
APPRENTISSAGE CONTINUUM LEARNING,260466.25
IMPRIMERIE DU PROGRES,259077.00
COLLAGE ADUCACENTRE COLLEGE,258774.69
WATERSHED INFORMATION TECHNOLOGY,253864.82
UNIVERSITA SAINTE ANNE HALIFAX,244800.00
HOLONICS,236756.52
