vendor_normalized,sum_effective_value
PMG TECHNOLOGIES,183346439.87
ARUP CANADA,44870955.30
MINDWIRE SYSTEMS,31630644.03
SI SYSTEMS,29083590.17
CANADIAN CORPS OF COMMISSIONAIRES,24781529.63
TPG TECHNOLOGY CONSULTANTS,24485851.78
XEROX,17229917.32
APS AVIATION,17158252.19
VECTOR AEROSPACE,17149424.86
BOMBARDIER,15615105.15
QUORUM,14970098.45
TEKSYSTEMS CANADA,13711717.89
ORACLE CANADA,13568841.27
CORADIX TECHNOLOGY CONSULTING,10322272.60
RA MALATEST AND ASSOCIATES,10320463.47
NISHA TECHONOLOGIES,9530849.12
MANPOWER SERVICES CANADA,9436842.56
COFOMO,9377245.02
SYSTEMATIX SOLUTIONS,8948004.76
MARINE RECYCLING,8777913.95
DELOITTE AND TOUCHE,8626216.61
HEDDLE MARINE SERVICES,8338013.78
NATTIQ,7971403.48
NORTRAX CANADA,7881536.50
ALTIS HUMAN RESOURCES,7783110.74
ELLIOTT AVIATION OF THE QUAD CITIES,7635888.12
MICROSOFT CANADA,7560639.88
3M CANADA COMPANY,7554624.15
AVMAX AVIATION SERVICES,7355963.29
BELL TEXTRON,6846605.62
JA LARUE,6709410.76
SOFTCHOICE,6588810.35
EASTMAIN BAND COUNCIL,6577099.29
TURTLE TECHNOLOGIES,6477040.94
IBISKA TELECOM,6236079.15
ANDREW MAZEIKIS ANDREW LEE,5828803.67
THE APPLICATIONS SYSTEMS GROUP,5779737.90
QMR,5705661.91
IMPERIAL OIL,5596954.09
ONX ENTERPRISE SOLUTIONS,5497542.46
ADRM TECHNOLOGY CONSULTING,5489876.18
ADGA GROUP,5379365.00
CANADIAN MARITIME ENGINEERING,5280649.68
CPCS TRANSCOM,5251479.47
COREDAL SYSTEMS CONSULTING,5228736.00
STANDARD AERO,5210172.18
SYSTEMSCOPE,5142717.90
RIDGEFIELD SYSTEMS CONSULTING,4930081.12
EQUASION BUSINESS TECHNOLOGIES,4823168.63
MED EXPRESS,4792623.34
CORPS CANADIEN DES,4715046.20
175 303 CANADA,4713732.38
COLLISION ANALYSIS CONSULTING,4674309.27
STANTEC,4588384.34
ECOLE POLYTECHNIQUE DE MONTREAL,4559752.22
WASKAGANISH BAND COUNCIL,4427664.31
WEMINDJI BAND COUNCIL,4417165.28
SIMEX DEFENCE,4362965.35
AERO SUPPLIES,4345318.05
CAE,4325772.99
EXCEL HUMAN RESOURCES,4263697.06
MAPLESOFT CONSULTING,4259408.05
NORTHERN MICRO,4159497.04
ERNST YOUNG,3934056.79
DLS TECHNOLOGY,3807486.40
AEROPRO,3794788.07
WARTSILA,3709400.16
CALIAN,3704340.76
PRO TEC FIRE SERVICES OF CANADA,3683784.34
WABUSH JANITORIAL SERVICES,3657347.76
IBM CANADA,3585490.00
MISHKUMI TECHNOLOGIES,3531446.59
TELUS CANADA,3512522.94
OPSIS GESTION DINFRASTRUCTURE,3496977.14
DILLON CONSULTING,3491524.81
GENIVAR,3464621.60
TRU SIMULATION TRAINING,3444900.00
HELITRADES,3393861.42
VERITAAQ TECHNOLOGY HOUSE,3380724.58
2553 4330 QUACBEC AACROPRO,3307611.98
