vendor_normalized,sum_effective_value
COWATERSOGEMA,97167243.04
CANADIAN CORPS OF COMMISSIONAIRES,68352261.89
CGI,53351372.28
AGRITEAM CANADA,53169584.49
GRAYBRIDGE INTERNATIONAL CONSULTING,50769557.69
BELL CANADA,39306693.57
FRANNAN INTERNATIONAL,36231572.84
ONX ENTERPRISE SOLUTIONS,34593601.34
HONEYWELL,33096488.12
G4S SECURITY SERVICES,32546208.34
EXCEL HUMAN RESOURCES,31027955.08
WORLD UNIVERSITY SERVICE OF CANADA,25797202.51
MAPLESOFT CONSULTING,24895352.01
TIREE,21995091.98
PMB ELECTRICAL SERVICES,21505753.31
SARAYA ALBINAA CONTRACTING,19508882.80
SI SYSTEMS,19287320.68
ALTIS HUMAN RESOURCES,18382839.61
NAHMAN CONSTRUCTION,18086606.64
LOUIS L HACHEM ENGINEERING CONTRACT,17798005.10
PARKERAY,17193793.16
PAT DAVIE,16536220.00
DELOITTE AND TOUCHE,16366468.85
IBM CANADA,15507744.55
CORADIX TECHNOLOGY CONSULTING,14993325.74
PANALPINA,14975275.31
ORACLE CANADA,14752599.15
MESSA COMPUTING,14481355.26
VERITAAQ TECHNOLOGY HOUSE,13776561.27
CHUM USI CECI,13556950.60
INTERLANGUES LANGUAGE SCHOOL,13534535.18
THE AIM GROUP,13091350.18
SOFTCHOICE,12377860.43
PRINTERS PLUS,12221869.01
SYSTEMATIX SOLUTIONS,11508747.04
WHYTE REYNOLDS INTERNATIONAL,11464551.47
INTERACTIVE AUDIO VISUAL,11159058.19
PRICEWATERHOUSE COOPERS,10845765.67
UNITRUST PROTECTION SERVICES,10574287.36
SAVM,10030998.99
MICROSOFT CANADA,9684230.66
WAJIH CONTRACTING,9276913.44
GREEN WORLD UNITY CONSTRUCTION,8743977.28
EMCON EMANATION CONTROL,8668232.88
PROMAXIS,8516742.87
BOLLORE LOGISTICS,8272861.38
BOYD MOVING STORAGE,8231405.96
JL RICHARDS ASSOCIATES,7933372.98
ARMORED SPECIALITY CARS,7880315.08
RANDSTAD,7826576.66
CANADIAN BUREAU FOR INTL EDUCATION,7733372.00
CACHE COMPUTER CONSULTING,7502424.93
MINDWIRE SYSTEMS,7460478.99
ADIRONDACK TECHNOLOGIES,7317403.57
PLANO CONTRUCTION,7285160.00
SAP,7275522.30
ARMORGROUP VENEZUELA,7182944.73
SDV LOGISTICS CANADA,7129103.64
WORLD REACH SOFTWARE,7072455.09
COFOMO,6877026.92
CALIAN,6844828.65
SAMRA ENTERPRISES,6841016.62
C2D SERVICES,6734209.73
CONSORTIUM TRANSTEC ET SERVICE,6653721.50
AON REED STENHOUSE,6584239.89
IMP GROUP,6573377.10
JANKEL TACTICAL SYSTEMS,6475663.18
GROUPEMENT CONSORTIUM INTERNATIONAL,6422010.01
VICTOR BROWN ASSOCIATES,6248313.48
GENERAL DYNAMICS,6230608.88
OTTAWA BUSINESS INTERIORS OBI,6072355.16
LORD CULTURAL RESOURCES,5947278.75
ERNST YOUNG,5918904.80
AFGHANISTAN HOLDING GROUP,5810594.13
INGENIEROS Y ARQUITECTOS ASOCIADOS,5744562.50
EAGLE PROFESSIONAL RESOURCES,5713072.08
9089 4288 QUEBEC SAVM,5616260.73
NISHA TECHONOLOGIES,5595094.54
NEWFOUND RECRUITING,5583935.03
LE GROUPE CONSEIL BAASTEL,5408341.93
WORK DYNAMICS TECHNOLOGIES,5321413.09
ISS FACILITY SERVICES,5312474.62
IT NET CONSULTANTS,5294047.18
GREGG PROTECTION SERVICES,5284500.00
M MOSER DESIGN AND ARCHITECTURE,5259805.85
PROTECTRON,5222291.18
ELLISDON,5206056.90
OXFORD ANALYTICA,5127652.50
NATIONAL ECONOMIC RESEARCH ASSOCIAT,5111875.59
SAMSON ASSOCIES CPA,5068682.80
GROUPE SEPT ENTREPRISE SARL,5063640.00
TRIGON ASSOCIATES,5056802.00
TELEDYNE BROWN ENGINEERING,5005509.17
BMC SOFTWARE CANADA,4945763.33
GINO PELLETIER FOREX MALI DIELY MOUSSA KOUYATE GID,4938410.95
CPM PROJECTS,4868888.10
AXA ASSISTANCE CANADA,4865942.05
APEX INDUSTRIES,4774430.84
NORR,4728312.87
RAYMOND CHABOT GRANT THORNTON,4602654.98
IBISKA TELECOM,4531553.98
SALASAN CONSULTING,4499255.93
GARTNER,4453764.96
GOLDER ASSOCIATES,4370536.35
JF AQRUITECTURA E INTERIORES,4305882.00
IDN,4304161.20
COSSETTE COMMUNICATIONS,4301694.61
ASWAR MULTI ACTIVITIES,4268981.53
UNITED VAN LINES CANADA,4260000.00
SEASONS CULINARY SERVICES,4173251.21
TOYOTA GIBRALTAR STOCKHOLDINGS,4081145.45
CONTROL RISKS GROUP,4070725.00
AV APPLICATION,4061519.40
PROLOGIC SYSTEMS,4043563.63
AKTOR,4041288.00
WORLD UNIVERSITY SERVICES CANADA,3947750.00
NORTHERN MICRO,3934560.52
SECURITAS,3895247.57
QMR,3854448.73
2KEYS,3759134.19
TEKNION,3737665.90
WW ISS SOLUTIONS CANADA,3719951.70
