vendor_normalized,effective_year,sum_yearly_value
ADIRONDACK INFORMATION MANAGEMENT,2014,30916.00
ADIRONDACK INFORMATION MANAGEMENT,2019,448636.27
CARROT INSIGHTS,2017,169500.00
CARROT INSIGHTS,2018,257617.40
CARROT INSIGHTS,2019,257617.40
CORADIX TECHNOLOGY CONSULTING,2012,900000.00
CORADIX TECHNOLOGY CONSULTING,2013,900000.00
CORADIX TECHNOLOGY CONSULTING,2014,900000.00
CORADIX TECHNOLOGY CONSULTING,2015,900000.00
CORADIX TECHNOLOGY CONSULTING,2016,400000.00
CORADIX TECHNOLOGY CONSULTING,2018,-97497.74
CORADIX TECHNOLOGY CONSULTING,2019,-47442.27
COSSETTE COMMUNICATIONS,2010,1001055.50
COSSETTE COMMUNICATIONS,2011,111279.00
COSSETTE COMMUNICATIONS,2014,143453.50
COSSETTE COMMUNICATIONS,2015,560479.50
COSSETTE COMMUNICATIONS,2016,90400.00
COSSETTE COMMUNICATIONS,2017,733100.48
COSSETTE COMMUNICATIONS,2018,713651.50
COSSETTE COMMUNICATIONS,2019,1256697.62
DELOITTE AND TOUCHE,2010,11300.00
DELOITTE AND TOUCHE,2011,18674.33
DELOITTE AND TOUCHE,2012,7374.33
DELOITTE AND TOUCHE,2013,7374.33
DELOITTE AND TOUCHE,2015,79100.00
DELOITTE AND TOUCHE,2016,12500.00
DELOITTE AND TOUCHE,2017,74893.28
DELOITTE AND TOUCHE,2018,339803.34
DELOITTE AND TOUCHE,2019,24112.32
IPSOS REID,2011,79100.00
IPSOS REID,2012,79100.00
IPSOS REID,2013,36682.50
IPSOS REID,2014,39563.50
IPSOS REID,2016,5548.13
IPSOS REID,2017,5548.13
IPSOS REID,2018,40886.23
IPSOS REID,2019,224670.45
MISHKUMI TECHNOLOGIES,2017,101912.45
MISHKUMI TECHNOLOGIES,2018,371909.00
MISHKUMI TECHNOLOGIES,2019,5509.88
NISHA TECHONOLOGIES,2011,18334.00
NISHA TECHONOLOGIES,2012,258749.75
NISHA TECHONOLOGIES,2013,240415.75
NISHA TECHONOLOGIES,2014,240415.75
NISHA TECHONOLOGIES,2015,240415.75
TELECOM COMPUTER SERVICES,2013,17659.00
TELECOM COMPUTER SERVICES,2014,181717.00
TELECOM COMPUTER SERVICES,2015,55147.00
TELECOM COMPUTER SERVICES,2016,76919.68
TELECOM COMPUTER SERVICES,2017,70711.33
TELECOM COMPUTER SERVICES,2018,32729.65
TELECOM COMPUTER SERVICES,2019,506840.29
WILLS TRANSFER,2010,50000.00
WILLS TRANSFER,2011,140100.00
WILLS TRANSFER,2012,207040.00
WILLS TRANSFER,2013,49720.00
WILLS TRANSFER,2014,79189.00
WILLS TRANSFER,2015,19232.25
WILLS TRANSFER,2016,19232.25
WILLS TRANSFER,2017,27075.96
WILLS TRANSFER,2018,14566.80
WILLS TRANSFER,2019,14566.80
