vendor_normalized,effective_year,sum_yearly_value
CARROT INSIGHTS,2017,169500.00
CARROT INSIGHTS,2018,257617.40
CARROT INSIGHTS,2019,257617.40
CORADIX TECHNOLOGY CONSULTING,2012,900000.00
CORADIX TECHNOLOGY CONSULTING,2013,900000.00
CORADIX TECHNOLOGY CONSULTING,2014,900000.00
CORADIX TECHNOLOGY CONSULTING,2015,900000.00
CORADIX TECHNOLOGY CONSULTING,2016,400000.00
CORADIX TECHNOLOGY CONSULTING,2018,-97497.74
CORADIX TECHNOLOGY CONSULTING,2019,-47442.27
COSSETTE COMMUNICATIONS,2010,1001055.50
COSSETTE COMMUNICATIONS,2011,111279.00
COSSETTE COMMUNICATIONS,2014,143453.50
COSSETTE COMMUNICATIONS,2015,560479.50
COSSETTE COMMUNICATIONS,2016,90400.00
COSSETTE COMMUNICATIONS,2017,733100.48
COSSETTE COMMUNICATIONS,2018,713651.50
COSSETTE COMMUNICATIONS,2019,1256697.62
DELOITTE AND TOUCHE,2010,11300.00
DELOITTE AND TOUCHE,2011,18674.33
DELOITTE AND TOUCHE,2012,7374.33
DELOITTE AND TOUCHE,2013,7374.33
DELOITTE AND TOUCHE,2015,79100.00
DELOITTE AND TOUCHE,2016,12500.00
DELOITTE AND TOUCHE,2017,49893.28
DELOITTE AND TOUCHE,2018,339803.34
DELOITTE AND TOUCHE,2019,24112.32
ENVIRONICS ANALYTICS,2010,50000.00
ENVIRONICS ANALYTICS,2011,25000.00
ENVIRONICS ANALYTICS,2012,25000.00
ENVIRONICS ANALYTICS,2013,102499.50
ENVIRONICS ANALYTICS,2014,102499.50
ENVIRONICS ANALYTICS,2015,104005.00
ENVIRONICS ANALYTICS,2016,177410.00
IPSOS REID,2011,79100.00
IPSOS REID,2012,79100.00
IPSOS REID,2013,36682.50
IPSOS REID,2014,39563.50
IPSOS REID,2016,5548.13
IPSOS REID,2017,5548.13
IPSOS REID,2018,40886.23
IPSOS REID,2019,224670.45
MISHKUMI TECHNOLOGIES,2017,101912.45
MISHKUMI TECHNOLOGIES,2018,371909.00
MISHKUMI TECHNOLOGIES,2019,5509.88
RAYMOND CHABOT GRANT THORNTON,2015,37346.50
RAYMOND CHABOT GRANT THORNTON,2016,12486.50
RAYMOND CHABOT GRANT THORNTON,2018,215928.17
RAYMOND CHABOT GRANT THORNTON,2019,215928.17
TELECOM COMPUTER SERVICES,2013,17659.00
TELECOM COMPUTER SERVICES,2014,343683.00
TELECOM COMPUTER SERVICES,2015,55147.00
TELECOM COMPUTER SERVICES,2016,76919.68
TELECOM COMPUTER SERVICES,2017,70711.33
TELECOM COMPUTER SERVICES,2018,32729.65
TELECOM COMPUTER SERVICES,2019,506840.29
THE OF THE COUNCIL,2017,180833.33
THE OF THE COUNCIL,2018,180833.33
THE OF THE COUNCIL,2019,180833.33
