vendor_normalized,sum_effective_value
COSSETTE COMMUNICATIONS,32373675.00
IBM CANADA,22432294.35
ACART COMMUNICATIONS,20863935.67
BELL CANADA,14004157.76
CORADIX TECHNOLOGY CONSULTING,5755146.98
ALTIS HUMAN RESOURCES,3700927.24
RAYMOND CHABOT GRANT THORNTON,3644549.40
CERIDIAN CANADA,3489063.86
PRICEWATERHOUSE COOPERS,3460947.75
ORACLE CANADA,3360677.15
LIKE 10,3058488.30
MAXIMUS CANADA,2889097.55
PROCOM CONSULTANTS,2653794.28
MODIS CANADA,2608491.87
MYTICAS CONSULTING,2449734.00
IT NET CONSULTANTS,2404020.86
EXCEL HUMAN RESOURCES,2373491.43
GARTNER,2286226.35
PROTAK CONSULTING GROUP,2005484.82
SAMSON AND ASSOCIATES,1895260.57
FUJITSU,1802064.97
TERAMACH TECHNOLOGIES,1796485.07
ORANGUTECH,1753459.59
CIVIX,1724625.00
ALTRUISTIC INFORMATICS,1698567.07
CMS HUMAN RESOURCES CON,1560354.48
EQUASION BUSINESS TECHNOLOGIES,1489175.75
ADRM TECHNOLOGY CONSULTING,1343896.80
HELMS DEEP CONSULTATION,1299842.33
SAS INSTITUTE,1254982.02
NORTHERN MICRO,1237885.03
LEO PISCES SERVICES GROUP,1220078.35
ST JOSEPH PRINT GROUP,1214128.38
SI SYSTEMS,1199142.53
2KEYS,1196356.26
MINDWIRE SYSTEMS,1146107.36
ROGERS,1121606.74
SOFTCHOICE,1105462.84
OPENFRAME TECHNOLOGIES,1095914.11
IBISKA TELECOM,1095328.50
QMR,1089901.68
ESRI,1078767.45
CANON CANADAS BUSINESS,1016076.28
VERITAAQ TECHNOLOGY HOUSE,994390.05
DONNA CONA,991010.39
NAVPOINT CONSULTING GROUP,909311.91
VERSATIL BPI,875811.87
THE AIM GROUP,873255.84
DATA GROUP OF COMPANIES THE,872856.21
GILMORE PRINTING SERVICES,864643.12
ARTEMP PERSONNEL SERVICES,847506.81
FELIX TECHNOLOGY,840472.56
ROLLAND ENTERPRISES,823680.90
LOWE MARTIN COMPANY,801988.73
PURE SPIRIT,755454.72
SW EVENT TECHNOLOGY,752144.58
HACKETT CONSULTING,747258.30
PROMAXIS,725032.36
ROBERTSON COMPANY,722199.51
TRANSCONTINENTAL PRINTING,710739.51
RANDSTAD,676325.40
POINT PAR POINT,667358.44
ROYAL MOVING STORAGE,665493.75
CALIAN,641480.00
CDW CANADA,626263.64
RUTHERFORD MCKAY ASSOCIATES,626188.49
KROMAR PRINTING,621647.00
PUBLITEK,589623.99
ADVANCED CHIPPEWA TECHNOLOGIES,571957.01
CANON,549103.85
COTE YVES,527823.69
INSOURCE,519336.32
THE IT BROKER,491652.65
PHOENIX STRATEGIC PERSPECTIVES,482591.29
CANADA POST,465743.36
ENVIRONICS RESEARCH GROUP,452472.74
THE ACCESS INFORMATION AGENCY,441814.44
CGI,441378.68
PAPP PLASTICS AND DISTRIBUTING,437140.50
CANADIAN CORPS OF COMMISSIONAIRES,426370.33
PUROLATOR COURIER,420176.50
QUANTUM MANAGEMENT SERVICES,409840.13
TEKSYSTEMS CANADA,394988.55
BPM CONSULTING,386396.48
THRIVY DEALS,379396.03
CLOSEREACH,369379.93
DHL EXPRESS CANADA,362245.14
LUMINA IT,349244.54
GILMORE REPRODUCTIONS,344557.62
FREEBALANCE,339702.69
SUPER CHANNEL INTERNATIONAL,338940.78
TRM TECHNOLOGIES,332163.20
FORWARDVU SOLUTIONS,314341.65
MICROSOFT CANADA,292323.94
INSA,285950.90
TRICO PRINTING,276782.52
OPEX,265615.54
AON REED STENHOUSE,258520.74
MOORE CANADA,241842.60
INFIELD FLY PRODUCTIONS,221112.61
GRONDINES ANDRE,219974.11
DATA COMMUNICATIONS MANAGEMENT,206298.77
AMBERCREST LAW,202126.06
EDGAR,200000.00
PUROLATOR,200000.00
MICHAEL WAGER CONSULTING,198531.47
CARBON BLACK,198401.33
SAP,197497.53
TUNDRA TECHNICAL SOLUTION,195503.49
CENTRE DE LANGUES CHARPENTIER,187104.47
CORPORATE RENAISSANCE GROUP,186811.48
RANSTAD INTERIM,185788.11
ROLLING LUXURY,178947.55
INFO TECH RESEARCH GROUP,171025.31
MEDIASMARTS,166400.96
CONTRACT COMMUNITY,164605.11
MULTI SERVICES GSTJ,164415.00
RHEA,163034.55
6923062 CANADA,160965.00
CLA PERSONNEL,151343.31
INTERSOL GROUP GROUPE,148122.32
TUNDRA TECHNICAL SOLUTIONS,142995.41
SMITH INDUSPAC OTTAWA,139614.14
DMTI SPATIAL,137970.00
MARQUIS IMPRIMEUR,134568.05
ALT HOTEL TORONTO AIRPORT,134292.00
FACILITE INFORMATIQUE CANADA,132451.20
4165047 CANADA,131416.43
CTC TRAINCANADA,129346.88
WILTON ASSOCIATES,128016.45
BUROVISION OTTAWA,124833.14
FAST TRACK STAFFING,124632.90
HOOTSUITE MEDIA,116891.21
SIERRA SYSTEMS GROUP,114643.61
APATHY IS BORING PROJECT THE,114176.83
STRATEGIC COMMUNICATIONS,111815.04
ENVELOPPE CONCEPT,111069.40
SUPREMEX,110448.42
LES EMBALLAGES CROWN PACKAGING,107958.96
DALIAN ENTERPRISES,105914.97
EXCELLENCE RHR CONSULTATION,105202.13
DELTA HOTELS BURNABY CONFERENCE CENTRE,104912.39
CSI CONSULTING,104339.82
FLEYFEL COMMUNICATIONS,102440.31
LE GROUPE CONSEIL BAASTEL,100810.09
ELLICOM,99999.00
OPIN SOFTWARE,99838.54
KERRSMITH DESIGN,98088.05
LOCKHART NATHAN,98009.12
CROWN PACKAGING,97826.25
TEKNION,96253.18
LABEL INNOVATION,96230.80
ROSS KEILLER ENTERPRISES,93413.33
PETER CAMERON ASSOCIATES,93183.77
CENSE,91117.68
DYNAMIC PERSONNEL,91109.52
MIREMS,90400.00
PAULA TIMMONS HUMAN RESOURCES,90028.90
LAJAK TECHNOLOGIES,89656.36
PLEIAD CANADA,89600.00
NETGEN,88243.31
TURTLE TECHNOLOGIES,88228.03
AVALERIS,86921.10
NEW PRINTING,86838.24
SIMPLE STORY VIDEOS,86231.25
ABC LIFE LITERACY CANADA,85797.00
MACFIE ELIZABETH,85334.45
IPSS,84606.21
LORICK,84600.80
MFK SOLUTIONS,84203.63
